run_id,wafer_id,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-004236,W-RUN-004236,3.284,16.6,14.21,4.358,54,1,0.015672,5.797,1
RUN-004237,W-RUN-004237,3.216,18.94,11.06,2.632,37,2,0.015629,4.129,1
RUN-004238,W-RUN-004238,3.164,22.21,10.82,2.2,48,3,0.015808,6.06,1
RUN-004239,W-RUN-004239,3.152,22.49,15.91,3.326,40,2,0.016069,7.141,1
RUN-004240,W-RUN-004240,3.259,23.95,18.82,1.886,70,2,0.016734,6.878,1
RUN-004241,W-RUN-004241,3.226,20.47,12.13,2.218,50,1,0.014941,6.689,1
RUN-004242,W-RUN-004242,3.189,17.8,8.78,3.047,49,4,0.015271,4.789,1
RUN-004243,W-RUN-004243,3.231,20.8,13.31,3.319,56,2,0.015499,4.649,1
RUN-004244,W-RUN-004244,3.171,26.34,16.05,2.877,51,5,0.017282,7.729,1
RUN-004245,W-RUN-004245,3.233,26.08,10.28,3.295,62,0,0.016006,6.388,1
RUN-004246,W-RUN-004246,3.18,23.13,22.03,4.609,29,0,0.01841,5.589,1
RUN-004247,W-RUN-004247,3.253,18.39,12.39,3.371,49,2,0.015334,5.192,1
RUN-004248,W-RUN-004248,3.205,20.51,10.18,1.976,64,3,0.015142,4.702,1
RUN-004249,W-RUN-004249,3.255,18.47,11.75,2.834,39,3,0.01609,3.409,1
RUN-004250,W-RUN-004250,3.192,18.71,10.71,2.848,52,5,0.015833,4.575,1
RUN-004251,W-RUN-004251,3.2,20.36,11.24,1.302,72,0,0.01715,4.426,1
RUN-004252,W-RUN-004252,3.196,18.32,10.8,2.974,63,3,0.015882,6.454,1
RUN-004253,W-RUN-004253,3.294,17.6,11.39,2.5,53,0,0.016363,5.145,1
RUN-004254,W-RUN-004254,3.217,22.8,11.71,2.113,77,0,0.014806,6.611,1
RUN-004255,W-RUN-004255,3.269,25.21,9.41,2.062,61,1,0.014617,7.13,1
RUN-004256,W-RUN-004256,3.291,17.93,6.5,2.293,59,1,0.015597,5.462,1
RUN-004257,W-RUN-004257,3.241,24.94,17.66,2.471,45,2,0.014771,6.303,1
RUN-004258,W-RUN-004258,3.224,18.84,16.6,1.614,48,1,0.015348,6.769,1
RUN-004259,W-RUN-004259,3.177,19.51,16.24,3.575,64,3,0.016619,5.853,1
RUN-004260,W-RUN-004260,3.244,16.36,9.33,1.779,60,3,0.01556,4.94,1
RUN-004261,W-RUN-004261,3.289,18.1,17.06,3.08,40,1,0.015207,4.117,1
RUN-004262,W-RUN-004262,3.234,22.41,15.86,3.153,65,2,0.016212,3.945,1
RUN-004263,W-RUN-004263,3.218,17.17,15.83,2.063,63,0,0.016512,4.93,1
RUN-004264,W-RUN-004264,3.222,17.81,17.86,2.565,53,1,0.015207,4.5,1
RUN-004265,W-RUN-004265,3.2,18.96,21.03,3.257,61,0,0.016469,5.77,1
RUN-004266,W-RUN-004266,3.13,18.24,16.66,2.839,53,2,0.015447,3.376,1
RUN-004267,W-RUN-004267,3.188,17.53,14.53,2.155,56,4,0.015232,5.202,1
RUN-004268,W-RUN-004268,3.212,17.39,14.2,2.537,43,0,0.016902,6.773,1
RUN-004269,W-RUN-004269,3.276,15.29,15.8,3.158,67,2,0.017173,7.253,1
RUN-004270,W-RUN-004270,3.2,18.87,12.53,2.159,53,1,0.016602,6.211,1
RUN-004271,W-RUN-004271,3.19,17.54,11.75,2.577,87,2,0.016198,5.398,0
RUN-004272,W-RUN-004272,3.259,21.12,20.48,3.579,38,0,0.016473,5.161,1
RUN-004273,W-RUN-004273,3.305,19.43,15.05,2.857,56,2,0.014999,8.369,1
RUN-004274,W-RUN-004274,3.238,17.01,19.92,3.896,61,3,0.016437,3.869,1
RUN-004275,W-RUN-004275,3.181,21.78,20.42,2.735,51,2,0.016731,6.362,1
RUN-004276,W-RUN-004276,3.174,19.91,12.89,3.088,58,0,0.016241,5.894,1
RUN-004277,W-RUN-004277,3.167,26.52,19.57,2.558,74,1,0.016293,2.414,1
RUN-004278,W-RUN-004278,3.285,25.61,15.37,2.567,35,2,0.017188,6.422,1
RUN-004279,W-RUN-004279,3.31,22.9,4.43,2.192,74,3,0.015826,6.563,1
RUN-004280,W-RUN-004280,3.267,18.9,14.78,3.825,53,0,0.015919,6.142,1
RUN-004281,W-RUN-004281,3.282,16.47,13.05,1.893,42,0,0.016432,6.776,1
RUN-004282,W-RUN-004282,3.174,22.55,20.39,3.797,65,1,0.016285,4.777,1
RUN-004283,W-RUN-004283,3.294,21.73,18.24,3.034,46,0,0.01555,5.252,1
RUN-004284,W-RUN-004284,3.23,21.22,18.65,3.083,57,1,0.01482,4.291,1
RUN-004285,W-RUN-004285,3.246,17.56,15.57,2.89,76,3,0.016311,5.308,1
RUN-004286,W-RUN-004286,3.203,18.38,10.89,3.243,63,3,0.016579,3.165,1
RUN-004287,W-RUN-004287,3.284,19.97,11.29,1.918,63,0,0.014307,3.766,1
RUN-004288,W-RUN-004288,3.333,15.29,17.59,4.044,63,1,0.018361,5.239,1
RUN-004289,W-RUN-004289,3.166,19.48,6.48,2.619,60,1,0.014873,6.825,1
RUN-004290,W-RUN-004290,3.249,18.02,10.48,2.907,51,1,0.016367,6.347,1
RUN-004291,W-RUN-004291,3.156,18.66,14.76,3.081,77,4,0.015255,5.872,1
RUN-004292,W-RUN-004292,3.199,18.33,23.39,3.033,40,3,0.015955,4.795,1
RUN-004293,W-RUN-004293,3.197,21.7,11.94,2.816,62,0,0.015139,4.627,1
RUN-004294,W-RUN-004294,3.197,25.89,13.69,4.299,60,1,0.016494,8.016,1
RUN-004295,W-RUN-004295,3.226,17.75,14.72,3.626,45,2,0.016666,5.665,1
RUN-004296,W-RUN-004296,3.186,19.07,20.25,3.139,71,1,0.017185,4.025,1
RUN-004297,W-RUN-004297,3.239,22.42,9.63,2.283,52,4,0.015412,3.501,1
RUN-004298,W-RUN-004298,3.233,19.82,20.93,2.864,85,5,0.017314,6.359,0
RUN-004299,W-RUN-004299,3.168,21.26,20.56,4.736,58,3,0.016458,6.077,1
RUN-004300,W-RUN-004300,3.214,27.61,16.26,3.178,66,0,0.015844,3.62,1
RUN-004301,W-RUN-004301,3.149,26.86,12.85,3.43,51,0,0.01532,5.242,1
RUN-004302,W-RUN-004302,3.247,17.1,16.12,2.102,83,2,0.015851,8.964,0
RUN-004303,W-RUN-004303,3.196,24.51,14.29,2.445,51,1,0.01605,3.262,1
RUN-004304,W-RUN-004304,3.214,20.63,7.79,1.117,50,0,0.015068,3.452,1
RUN-004305,W-RUN-004305,3.171,24.1,15.61,2.308,60,2,0.014682,4.552,1
RUN-004306,W-RUN-004306,3.214,22.22,15.59,2.189,50,1,0.015631,4.456,1
RUN-004307,W-RUN-004307,3.175,24.19,21.67,3.272,90,2,0.015003,5.839,0
RUN-004308,W-RUN-004308,3.155,18.35,12.75,2.598,49,1,0.014517,3.049,1
RUN-004309,W-RUN-004309,3.219,22.53,16.57,3.298,59,3,0.016363,6.664,1
RUN-004310,W-RUN-004310,3.204,28.11,15.78,3.719,54,3,0.015066,2.836,1
RUN-004311,W-RUN-004311,3.182,19.93,3.24,2.269,60,3,0.016178,3.271,1
RUN-004312,W-RUN-004312,3.197,21.44,20.53,3.42,63,0,0.016219,8.009,1
RUN-004313,W-RUN-004313,3.177,17.53,19.3,3.314,41,0,0.016354,4.31,1
RUN-004314,W-RUN-004314,3.233,23.27,16.06,1.992,62,5,0.016121,3.072,1
RUN-004315,W-RUN-004315,3.263,22.46,18.3,3.044,51,2,0.015976,5.314,1
RUN-004316,W-RUN-004316,3.166,23.28,13.45,3.052,53,2,0.014792,6.169,1
RUN-004317,W-RUN-004317,3.25,17.34,14.27,3.019,46,2,0.015847,6.432,1
RUN-004318,W-RUN-004318,3.244,22.24,16.08,4.658,50,3,0.015755,7.008,1
RUN-004319,W-RUN-004319,3.253,25.55,15.3,3.509,48,1,0.016775,5.875,1
RUN-004320,W-RUN-004320,3.223,18.74,9.59,2.801,33,0,0.015853,5.498,1
RUN-004321,W-RUN-004321,3.186,20.58,14.4,2.555,58,0,0.015047,4.444,1
RUN-004322,W-RUN-004322,3.193,19.74,11.64,3.158,54,1,0.016173,5.042,1
RUN-004323,W-RUN-004323,3.181,18.64,15.28,3.339,59,1,0.015746,7.401,1
RUN-004324,W-RUN-004324,3.249,22.32,12.57,2.559,53,2,0.01608,5.652,1
RUN-004325,W-RUN-004325,3.301,22.33,12.27,3.054,43,2,0.015683,5.15,1
RUN-004326,W-RUN-004326,3.238,25.21,15.51,3.955,64,3,0.017402,6.045,1
RUN-004327,W-RUN-004327,3.197,19.83,10.71,2.884,55,0,0.016413,3.922,1
RUN-004328,W-RUN-004328,3.182,17.08,17.97,3.599,48,4,0.016549,5.601,1
RUN-004329,W-RUN-004329,3.142,20.17,8.02,2.904,56,2,0.01482,4.472,1
RUN-004330,W-RUN-004330,3.207,17.85,22.99,2.224,60,1,0.01658,9.208,1
RUN-004331,W-RUN-004331,3.181,15.35,13.83,2.974,57,3,0.015782,4.94,1
RUN-004332,W-RUN-004332,3.292,15.58,3.94,3.038,43,2,0.015498,6.525,1
RUN-004333,W-RUN-004333,3.123,20.44,18.84,4.364,64,2,0.016206,3.656,1
RUN-004334,W-RUN-004334,3.192,16.26,18.61,3.538,36,1,0.015373,5.233,1
RUN-004335,W-RUN-004335,3.274,23.78,19.78,3.695,64,4,0.01768,5.491,1
RUN-004336,W-RUN-004336,3.193,19.21,8.15,2.601,80,2,0.015565,5.284,0
RUN-004337,W-RUN-004337,3.215,23.03,11.78,1.775,63,2,0.015499,5.586,1
RUN-004338,W-RUN-004338,3.227,22.74,19.21,3.228,58,1,0.015294,5.088,1
RUN-004339,W-RUN-004339,3.244,17.08,5.96,1.933,44,3,0.014225,5.405,1
RUN-004340,W-RUN-004340,3.203,18.19,20.76,3.125,40,1,0.016572,3.287,1
RUN-004341,W-RUN-004341,3.217,18.51,9.87,2.924,70,4,0.014826,1.988,1
RUN-004342,W-RUN-004342,3.274,23.46,14.91,2.944,54,1,0.01691,5.631,1
RUN-004343,W-RUN-004343,3.147,24.51,8.39,2.149,39,1,0.015567,1.071,1
RUN-004344,W-RUN-004344,3.25,19.83,9.98,3.075,50,2,0.01463,3.723,1
RUN-004345,W-RUN-004345,3.206,20.75,15.11,2.421,59,1,0.015889,5.009,1
RUN-004346,W-RUN-004346,3.202,21.16,17.6,3.516,68,0,0.01609,5.559,1
RUN-004347,W-RUN-004347,3.195,16.62,17.15,4.559,37,3,0.016138,6.912,1
RUN-004348,W-RUN-004348,3.308,21.64,16.18,1.922,79,1,0.015651,5.717,1
RUN-004349,W-RUN-004349,3.203,19.51,11.42,2.154,64,0,0.016194,5.088,1
RUN-004350,W-RUN-004350,3.22,21.92,15.35,2.435,59,5,0.01565,4.533,1
RUN-004351,W-RUN-004351,3.216,23.43,7.29,2.456,57,3,0.016139,6.836,1
RUN-004352,W-RUN-004352,3.187,17.83,8.46,3.985,44,1,0.01614,3.2,1
RUN-004353,W-RUN-004353,3.161,16.5,11.23,2.102,32,1,0.015611,6.953,1
RUN-004354,W-RUN-004354,3.198,22.82,8.11,2.362,32,0,0.017298,3.924,1
RUN-004355,W-RUN-004355,3.21,13.91,20.63,2.884,39,3,0.014781,3.014,1
RUN-004356,W-RUN-004356,3.207,20.77,20.05,3.798,50,1,0.017033,6.085,1
RUN-004357,W-RUN-004357,3.321,19.2,15.63,2.868,34,1,0.015701,7.143,1
RUN-004358,W-RUN-004358,3.203,20.64,14.58,3.131,61,2,0.016493,4.524,1
RUN-004359,W-RUN-004359,3.167,18.03,14.08,1.854,38,0,0.01606,6.96,1
RUN-004360,W-RUN-004360,3.272,22.0,11.76,1.078,65,0,0.01502,2.943,1
RUN-004361,W-RUN-004361,3.238,20.12,12.3,3.099,38,0,0.016705,5.897,1
RUN-004362,W-RUN-004362,3.276,20.67,14.31,2.484,72,1,0.017155,6.504,1
RUN-004363,W-RUN-004363,3.268,16.73,8.81,1.933,55,1,0.015499,6.889,1
RUN-004364,W-RUN-004364,3.193,20.35,9.09,2.656,51,2,0.016922,4.911,1
RUN-004365,W-RUN-004365,3.255,20.94,6.13,2.148,57,3,0.016324,5.792,1
RUN-004366,W-RUN-004366,3.249,25.72,7.98,2.408,92,1,0.014838,6.163,0
RUN-004367,W-RUN-004367,3.221,20.99,15.56,3.209,45,5,0.015025,4.113,1
RUN-004368,W-RUN-004368,3.215,21.71,9.36,2.207,58,1,0.015819,3.292,1
RUN-004369,W-RUN-004369,3.146,21.03,13.5,1.61,63,2,0.015372,4.815,1
RUN-004370,W-RUN-004370,3.222,17.55,7.73,1.447,84,2,0.014761,4.86,0
RUN-004371,W-RUN-004371,3.217,23.31,16.5,2.817,45,0,0.015602,5.062,1
RUN-004372,W-RUN-004372,3.166,20.42,15.55,2.653,46,0,0.016132,3.322,1
RUN-004373,W-RUN-004373,3.293,17.83,9.3,2.743,58,0,0.014763,7.555,1
RUN-004374,W-RUN-004374,3.232,17.9,12.88,2.27,49,2,0.016529,4.829,1
RUN-004375,W-RUN-004375,3.24,19.0,12.69,2.426,55,2,0.015498,6.308,1
RUN-004376,W-RUN-004376,3.198,21.12,7.31,1.585,49,0,0.015051,6.866,1
RUN-004377,W-RUN-004377,3.172,20.47,8.66,2.462,36,0,0.016382,5.336,1
RUN-004378,W-RUN-004378,3.222,22.62,17.33,3.711,58,0,0.016181,4.943,1
RUN-004379,W-RUN-004379,3.18,16.49,21.4,2.915,62,2,0.016527,7.705,1
RUN-004380,W-RUN-004380,3.247,20.75,13.2,3.367,66,2,0.014926,6.049,1
RUN-004381,W-RUN-004381,3.244,18.81,14.77,2.568,63,2,0.016671,4.88,1
RUN-004382,W-RUN-004382,3.17,22.45,13.86,1.984,68,0,0.015331,6.425,1
RUN-004383,W-RUN-004383,3.263,22.67,14.98,3.609,62,2,0.015776,5.026,1
RUN-004384,W-RUN-004384,3.264,24.88,13.64,1.565,62,4,0.014652,5.688,1
RUN-004385,W-RUN-004385,3.223,20.05,11.87,3.413,46,2,0.014696,5.895,1
RUN-004386,W-RUN-004386,3.243,22.3,13.91,2.85,37,3,0.01607,7.31,1
RUN-004387,W-RUN-004387,3.22,17.48,7.51,2.745,59,4,0.015921,7.711,1
RUN-004388,W-RUN-004388,3.159,26.33,10.41,2.655,39,2,0.015473,5.377,1
RUN-004389,W-RUN-004389,3.165,22.79,14.22,1.736,55,2,0.014673,2.983,1
RUN-004390,W-RUN-004390,3.175,14.35,16.31,4.012,53,3,0.016418,4.583,1
RUN-004391,W-RUN-004391,3.286,20.69,16.64,3.706,48,2,0.014921,2.231,1
RUN-004392,W-RUN-004392,3.198,19.03,11.6,2.074,43,2,0.016424,2.849,1
RUN-004393,W-RUN-004393,3.167,20.22,16.26,1.601,57,2,0.014901,5.506,1
RUN-004394,W-RUN-004394,3.183,21.03,10.99,2.451,53,1,0.016251,5.839,1
RUN-004395,W-RUN-004395,3.186,20.1,21.32,3.172,40,0,0.015224,5.931,1
RUN-004396,W-RUN-004396,3.224,17.78,18.43,4.157,60,2,0.016969,5.479,1
RUN-004397,W-RUN-004397,3.25,23.03,12.35,2.076,42,3,0.015632,6.624,1
RUN-004398,W-RUN-004398,3.183,20.85,25.4,2.645,72,0,0.016375,6.478,0
RUN-004399,W-RUN-004399,3.273,28.52,13.9,2.117,69,0,0.016092,5.578,1
RUN-004400,W-RUN-004400,3.249,24.14,19.27,3.634,81,2,0.016378,5.954,0
RUN-004401,W-RUN-004401,3.208,18.45,17.1,3.277,50,1,0.015674,5.749,1
RUN-004402,W-RUN-004402,3.194,21.16,10.66,2.514,50,0,0.015259,4.568,1
RUN-004403,W-RUN-004403,3.194,27.24,7.85,2.284,58,0,0.015193,4.537,1
RUN-004404,W-RUN-004404,3.225,22.35,18.87,3.397,56,2,0.016012,6.653,1
RUN-004405,W-RUN-004405,3.189,24.4,10.01,1.858,45,2,0.015524,5.691,1
RUN-004406,W-RUN-004406,3.151,16.92,16.62,3.752,61,5,0.016795,4.858,1
RUN-004407,W-RUN-004407,3.214,16.79,9.14,3.432,58,2,0.015783,5.787,1
RUN-004408,W-RUN-004408,3.197,20.27,14.02,2.424,59,2,0.016593,8.409,1
RUN-004409,W-RUN-004409,3.254,20.6,13.14,3.199,58,2,0.01727,8.732,1
RUN-004410,W-RUN-004410,3.249,21.39,15.03,4.151,47,1,0.014564,7.045,1
RUN-004411,W-RUN-004411,3.242,24.92,19.68,3.037,50,3,0.016533,2.188,1
RUN-004412,W-RUN-004412,3.26,19.56,16.02,3.176,56,1,0.016932,6.558,1
RUN-004413,W-RUN-004413,3.278,18.89,13.78,2.18,54,2,0.016163,7.054,1
RUN-004414,W-RUN-004414,3.14,20.47,16.59,2.389,77,1,0.015921,4.432,1
RUN-004415,W-RUN-004415,3.231,20.57,7.42,2.245,50,4,0.015688,4.172,1
RUN-004416,W-RUN-004416,3.223,31.32,14.46,3.512,36,2,0.014372,2.898,1
RUN-004417,W-RUN-004417,3.2,14.33,4.13,2.364,75,1,0.015209,4.902,1
RUN-004418,W-RUN-004418,3.215,20.11,18.6,2.887,54,2,0.015853,5.204,1
RUN-004419,W-RUN-004419,3.247,19.84,19.14,3.237,68,0,0.016332,5.369,1
RUN-004420,W-RUN-004420,3.276,18.62,15.75,2.078,61,1,0.016458,4.528,1
RUN-004421,W-RUN-004421,3.203,18.96,10.38,2.788,67,2,0.015646,3.31,1
RUN-004422,W-RUN-004422,3.194,22.09,7.03,3.129,63,4,0.015933,3.962,1
RUN-004423,W-RUN-004423,3.191,21.9,18.1,3.177,67,1,0.01539,6.688,1
RUN-004424,W-RUN-004424,3.244,17.33,15.08,3.072,61,1,0.014098,5.901,1
RUN-004425,W-RUN-004425,3.155,24.31,20.25,3.521,55,1,0.01671,2.791,1
RUN-004426,W-RUN-004426,3.222,22.52,13.48,2.918,73,0,0.01557,6.901,1
RUN-004427,W-RUN-004427,3.28,14.16,20.3,4.267,70,1,0.017898,3.53,1
RUN-004428,W-RUN-004428,3.305,25.52,10.98,2.474,58,1,0.016981,6.748,1
RUN-004429,W-RUN-004429,3.248,19.97,15.91,3.602,52,3,0.016966,4.898,1
RUN-004430,W-RUN-004430,3.271,16.69,13.68,2.934,47,2,0.015218,7.691,1
RUN-004431,W-RUN-004431,3.202,21.39,16.39,2.266,61,4,0.015898,7.272,1
RUN-004432,W-RUN-004432,3.224,17.87,17.15,4.152,66,1,0.015537,1.971,1
RUN-004433,W-RUN-004433,3.226,25.9,15.24,4.462,32,2,0.016673,7.443,1
RUN-004434,W-RUN-004434,3.203,17.46,10.56,1.889,50,1,0.015324,4.363,1
RUN-004435,W-RUN-004435,3.236,21.45,18.27,3.147,54,1,0.015915,4.487,1
RUN-004436,W-RUN-004436,3.213,26.18,14.04,3.171,38,1,0.017078,3.379,1
RUN-004437,W-RUN-004437,3.148,22.3,19.87,3.603,64,0,0.015669,5.878,1
RUN-004438,W-RUN-004438,3.269,22.81,10.38,2.515,57,2,0.014524,6.524,1
RUN-004439,W-RUN-004439,3.204,18.25,17.46,3.45,51,0,0.015193,5.937,1
RUN-004440,W-RUN-004440,3.248,19.55,9.5,2.43,56,0,0.014863,1.986,1
RUN-004441,W-RUN-004441,3.212,20.81,18.6,3.364,62,0,0.016229,3.341,1
RUN-004442,W-RUN-004442,3.259,15.96,11.51,3.411,42,2,0.01552,5.34,1
RUN-004443,W-RUN-004443,3.212,25.35,12.79,3.204,44,2,0.016418,4.432,1
RUN-004444,W-RUN-004444,3.191,23.75,11.3,1.812,45,4,0.0165,3.338,1
RUN-004445,W-RUN-004445,3.303,20.82,13.95,2.392,52,2,0.015248,8.21,1
RUN-004446,W-RUN-004446,3.185,14.97,9.7,2.576,37,1,0.016415,3.473,1
RUN-004447,W-RUN-004447,3.316,19.76,13.34,1.918,48,0,0.01568,3.715,1
RUN-004448,W-RUN-004448,3.223,22.63,22.83,2.18,63,1,0.015854,6.011,1
RUN-004449,W-RUN-004449,3.29,21.69,8.7,2.591,49,0,0.014035,6.215,1
RUN-004450,W-RUN-004450,3.329,23.95,15.13,3.008,40,3,0.016242,4.645,1
RUN-004451,W-RUN-004451,3.235,14.79,18.86,3.361,37,0,0.016493,6.072,1
RUN-004452,W-RUN-004452,3.169,21.31,9.29,2.55,50,0,0.015813,5.484,1
RUN-004453,W-RUN-004453,3.203,22.19,15.36,2.818,46,2,0.016017,7.253,1
RUN-004454,W-RUN-004454,3.179,20.57,13.75,2.446,41,4,0.016011,6.608,1
RUN-004455,W-RUN-004455,3.295,16.35,17.66,3.326,63,2,0.015233,5.591,1
RUN-004456,W-RUN-004456,3.225,19.93,11.44,1.799,52,1,0.017494,5.227,1
RUN-004457,W-RUN-004457,3.167,13.79,18.79,3.55,51,2,0.01753,6.179,1
RUN-004458,W-RUN-004458,3.256,19.96,15.68,2.572,39,0,0.015312,6.367,1
RUN-004459,W-RUN-004459,3.163,22.02,9.07,2.055,43,6,0.014807,7.965,1
RUN-004460,W-RUN-004460,3.19,20.19,16.86,4.433,62,1,0.015899,7.913,1
RUN-004461,W-RUN-004461,3.26,22.72,19.32,3.834,47,2,0.018983,6.617,1
RUN-004462,W-RUN-004462,3.227,23.71,13.57,2.892,80,1,0.014915,5.629,0
RUN-004463,W-RUN-004463,3.275,26.6,13.18,2.879,77,5,0.015191,5.146,1
RUN-004464,W-RUN-004464,3.174,16.7,10.17,2.555,67,2,0.014831,7.315,1
RUN-004465,W-RUN-004465,3.209,22.36,12.06,1.654,35,4,0.016402,5.406,1
RUN-004466,W-RUN-004466,3.182,20.84,24.14,2.953,60,4,0.015626,4.643,1
RUN-004467,W-RUN-004467,3.2,22.6,14.25,2.971,51,6,0.016949,8.116,1
RUN-004468,W-RUN-004468,3.29,21.93,9.83,2.372,56,1,0.015997,4.055,1
RUN-004469,W-RUN-004469,3.213,21.87,18.24,3.318,51,1,0.017123,4.28,1
RUN-004470,W-RUN-004470,3.163,18.12,19.78,2.968,57,1,0.015901,3.992,1
RUN-004471,W-RUN-004471,3.219,23.55,7.2,2.382,43,5,0.01627,5.141,1
RUN-004472,W-RUN-004472,3.222,24.28,13.18,2.213,27,3,0.016904,4.748,1
RUN-004473,W-RUN-004473,3.168,21.14,12.64,2.566,39,3,0.015797,4.002,1
RUN-004474,W-RUN-004474,3.169,18.03,8.21,3.055,61,1,0.015399,5.743,1
RUN-004475,W-RUN-004475,3.164,14.37,16.46,2.886,86,2,0.014722,6.106,0
RUN-004476,W-RUN-004476,3.164,23.01,13.14,2.627,53,2,0.015911,6.104,1
RUN-004477,W-RUN-004477,3.216,22.51,16.71,3.373,59,3,0.016769,3.331,1
RUN-004478,W-RUN-004478,3.178,24.48,16.27,3.285,63,1,0.015113,7.499,1
RUN-004479,W-RUN-004479,3.201,17.36,11.24,2.619,51,3,0.015898,5.728,1
RUN-004480,W-RUN-004480,3.168,23.43,15.85,4.341,45,0,0.016173,2.99,1
RUN-004481,W-RUN-004481,3.23,22.24,12.89,2.415,72,1,0.016426,5.113,1
RUN-004482,W-RUN-004482,3.189,24.27,20.7,3.308,54,0,0.015124,6.866,1
RUN-004483,W-RUN-004483,3.189,15.67,18.02,2.541,54,2,0.01621,7.503,1
RUN-004484,W-RUN-004484,3.201,20.75,17.29,2.801,54,0,0.016588,6.031,1
RUN-004485,W-RUN-004485,3.19,19.89,12.56,2.793,46,0,0.016553,5.105,1
RUN-004486,W-RUN-004486,3.277,19.49,22.75,3.527,42,1,0.016666,4.444,1
RUN-004487,W-RUN-004487,3.226,20.81,15.76,3.618,70,1,0.017361,6.788,1
RUN-004488,W-RUN-004488,3.26,22.19,14.41,2.814,71,2,0.015808,8.205,1
RUN-004489,W-RUN-004489,3.194,26.83,15.75,2.672,76,1,0.014828,3.646,1
RUN-004490,W-RUN-004490,3.296,20.56,15.22,2.901,53,0,0.014794,4.215,1
RUN-004491,W-RUN-004491,3.239,22.13,20.35,2.543,26,1,0.016433,3.446,1
RUN-004492,W-RUN-004492,3.186,21.38,15.71,3.327,80,3,0.015655,6.915,0
RUN-004493,W-RUN-004493,3.243,13.33,21.33,2.723,73,0,0.017048,4.814,1
RUN-004494,W-RUN-004494,3.148,20.59,9.94,2.41,79,1,0.015696,3.777,1
RUN-004495,W-RUN-004495,3.214,23.98,9.48,1.355,54,3,0.015702,4.305,1
RUN-004496,W-RUN-004496,3.212,19.08,4.98,1.747,61,0,0.01637,5.657,1
RUN-004497,W-RUN-004497,3.198,18.69,9.61,1.545,43,2,0.016365,5.963,1
RUN-004498,W-RUN-004498,3.233,20.49,17.01,3.184,47,2,0.016542,5.925,1
RUN-004499,W-RUN-004499,3.263,16.63,13.98,3.27,45,2,0.015123,4.425,1
RUN-004500,W-RUN-004500,3.209,24.1,11.82,2.284,52,1,0.016275,6.438,1
RUN-004501,W-RUN-004501,3.212,19.61,17.72,3.384,52,1,0.017826,5.137,1
RUN-004502,W-RUN-004502,3.25,21.32,13.29,2.541,52,3,0.016918,6.32,1
RUN-004503,W-RUN-004503,3.275,17.93,15.77,2.814,74,1,0.015652,6.334,1
RUN-004504,W-RUN-004504,3.265,23.44,14.03,3.089,66,2,0.015967,4.394,1
RUN-004505,W-RUN-004505,3.239,18.92,13.01,3.099,42,1,0.015578,5.592,1
RUN-004506,W-RUN-004506,3.188,17.99,19.08,3.473,42,2,0.016857,5.35,1
RUN-004507,W-RUN-004507,3.191,24.07,21.62,2.858,59,3,0.016274,4.869,1
RUN-004508,W-RUN-004508,3.229,20.92,11.23,2.962,51,2,0.014401,7.663,1
RUN-004509,W-RUN-004509,3.237,21.43,16.51,2.944,56,7,0.01587,6.443,1
RUN-004510,W-RUN-004510,3.242,12.63,16.71,3.37,38,2,0.015324,5.185,1
RUN-004511,W-RUN-004511,3.285,17.65,16.94,2.373,34,0,0.015486,5.99,1
RUN-004512,W-RUN-004512,3.196,19.75,17.16,2.114,59,1,0.016332,5.53,1
RUN-004513,W-RUN-004513,3.201,20.68,7.29,2.099,59,5,0.016767,7.24,1
RUN-004514,W-RUN-004514,3.209,23.44,16.33,3.696,54,2,0.015844,6.962,1
RUN-004515,W-RUN-004515,3.284,13.26,16.23,2.238,68,1,0.015029,5.309,1
RUN-004516,W-RUN-004516,3.171,19.47,16.29,2.24,62,1,0.017229,6.109,1
RUN-004517,W-RUN-004517,3.195,16.3,13.8,2.675,45,1,0.015585,3.49,1
RUN-004518,W-RUN-004518,3.224,20.96,11.18,1.936,73,1,0.015065,5.801,1
RUN-004519,W-RUN-004519,3.213,20.11,15.27,2.74,65,1,0.015336,5.569,1
RUN-004520,W-RUN-004520,3.316,23.77,14.54,4.194,45,3,0.016816,4.435,1
RUN-004521,W-RUN-004521,3.213,23.76,10.88,3.484,61,0,0.016408,4.226,1
RUN-004522,W-RUN-004522,3.222,18.92,8.37,0.345,41,2,0.015397,4.421,1
RUN-004523,W-RUN-004523,3.227,21.86,16.06,1.816,54,3,0.017267,5.333,1
RUN-004524,W-RUN-004524,3.206,17.06,16.33,3.923,58,1,0.015226,4.594,1
RUN-004525,W-RUN-004525,3.255,15.42,10.71,1.926,37,2,0.016313,4.067,1
RUN-004526,W-RUN-004526,3.222,18.7,5.53,2.579,55,5,0.01616,3.902,1
RUN-004527,W-RUN-004527,3.225,25.93,3.12,2.807,63,2,0.015005,7.217,1
RUN-004528,W-RUN-004528,3.288,21.99,14.37,3.643,72,2,0.014531,6.135,1
RUN-004529,W-RUN-004529,3.177,19.23,15.36,3.181,57,2,0.017367,7.166,1
RUN-004530,W-RUN-004530,3.285,18.08,13.67,2.354,29,4,0.014114,5.182,1
RUN-004531,W-RUN-004531,3.172,19.28,16.61,2.943,27,5,0.016513,5.447,1
