run_id,split_hint,fab_id,tool_id,recipe_id,product_id,layer_id,process_type,wafer_id,lot_id,slurry_lot,run_start_ts,run_end_ts,pad_type,conditioner_type,slurry_type,slurry_pH,particle_size_nm,oxidizer_pct,pad_age_wafers,disk_age_wafers,pre_thickness_nm,target_post_thk_nm,target_mrr_nmps,mrr_pred_nmps,mrr_err_abs,mrr_err_pct,mrr_err_ewma,drift_flag_mrr,auto_retrain,model_ref_pad_factor,model_ref_lot_pH,last_retrain_ts
RUN-004146,train,H-FAB,CMP-02,RCP-C,P119,M1,Cu,W-RUN-004146,LOT-0802,LOT-S4768,2025-08-02T15:49:16,2025-08-02T15:50:38,IC1000,Kinik-3.5,Cu-acidic,3.483,120.2,1.862,446,46,988.9,300,10.4433,10.1223,0.321,3.073,5.908,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004147,train,H-FAB,CMP-02,RCP-C,P138,M1,Cu,W-RUN-004147,LOT-0802,LOT-S4768,2025-08-02T16:01:38,2025-08-02T16:03:05,IC1000,Kinik-3.5,Cu-acidic,3.654,127.0,2.087,447,47,955.9,300,8.1623,8.0978,0.0645,0.79,4.884,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004148,train,H-FAB,CMP-02,RCP-B,P143,M1,Cu,W-RUN-004148,LOT-0802,LOT-S4768,2025-08-02T16:13:05,2025-08-02T16:14:13,IC1000,Kinik-3.5,Cu-acidic,3.734,124.0,2.168,448,48,916.4,300,13.4511,13.4964,0.0453,0.337,3.975,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004149,train,H-FAB,CMP-02,RCP-B,P123,M1,Cu,W-RUN-004149,LOT-0802,LOT-S4768,2025-08-02T16:20:13,2025-08-02T16:21:30,IC1000,Kinik-3.5,Cu-acidic,3.621,113.0,2.089,449,49,1012.9,300,10.2411,10.1223,0.1189,1.161,3.412,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004150,train,H-FAB,CMP-02,RCP-A,P103,M1,Cu,W-RUN-004150,LOT-0802,LOT-S4768,2025-08-02T16:29:30,2025-08-02T16:30:43,IC1000,Kinik-3.5,Cu-acidic,3.786,125.2,1.721,450,50,915.3,300,10.0088,10.1223,0.1135,1.134,2.956,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004151,train,H-FAB,CMP-02,RCP-B,P125,M1,Cu,W-RUN-004151,LOT-0802,LOT-S4768,2025-08-02T16:43:43,2025-08-02T16:45:22,IC1000,Kinik-3.5,Cu-acidic,4.002,119.5,2.155,451,51,937.4,300,7.7654,8.0978,0.3325,4.281,3.221,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004152,train,H-FAB,CMP-02,RCP-B,P149,M1,Cu,W-RUN-004152,LOT-0802,LOT-S4768,2025-08-02T16:53:22,2025-08-02T16:54:36,IC1000,Kinik-3.5,Cu-acidic,3.448,117.0,1.873,452,52,938.5,300,10.4722,10.1223,0.3499,3.341,3.245,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004153,train,H-FAB,CMP-02,RCP-A,P128,M1,Cu,W-RUN-004153,LOT-0802,LOT-S4768,2025-08-02T17:02:36,2025-08-02T17:03:51,IC1000,Kinik-3.5,Cu-acidic,3.998,130.7,2.379,453,53,905.5,300,9.7057,10.1223,0.4166,4.292,3.455,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004154,train,H-FAB,CMP-02,RCP-B,P136,M1,Cu,W-RUN-004154,LOT-0802,LOT-S4768,2025-08-02T17:11:51,2025-08-02T17:13:08,IC1000,Kinik-3.5,Cu-acidic,3.834,108.3,2.022,454,54,907.8,300,10.592,10.7971,0.2051,1.936,3.151,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004155,train,H-FAB,CMP-02,RCP-B,P101,STI,STI_Oxide,W-RUN-004155,LOT-0802,LOT-S4768,2025-08-02T17:22:08,2025-08-02T17:23:32,IC1000,Kinik-3.5,Oxide-alkaline,10.716,78.5,0.22,455,55,1076.2,800,4.1185,3.0,1.1185,27.158,7.952,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004156,train,H-FAB,CMP-02,RCP-A,P137,M1,Cu,W-RUN-004156,LOT-0802,LOT-S4768,2025-08-02T17:32:32,2025-08-02T17:34:24,IC1000,Kinik-3.5,Cu-acidic,3.503,124.3,2.51,456,56,939.0,300,6.2288,6.0734,0.1555,2.496,6.861,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004157,train,H-FAB,CMP-02,RCP-C,P128,M1,Cu,W-RUN-004157,LOT-0802,LOT-S4768,2025-08-02T17:45:24,2025-08-02T17:46:41,IC1000,Kinik-3.5,Cu-acidic,3.678,122.9,1.782,457,57,946.5,300,16.8926,16.8705,0.0221,0.131,5.515,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004158,train,H-FAB,CMP-02,RCP-C,P145,STI,STI_Oxide,W-RUN-004158,LOT-0802,LOT-S4768,2025-08-02T17:55:41,2025-08-02T17:56:54,IC1000,Kinik-3.5,Oxide-alkaline,10.295,56.5,0.174,458,58,1051.2,800,4.5599,3.0,1.5599,34.209,11.254,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004159,train,H-FAB,CMP-02,RCP-A,P114,M1,Cu,W-RUN-004159,LOT-0802,LOT-S4768,2025-08-02T18:07:54,2025-08-02T18:09:25,IC1000,Kinik-3.5,Cu-acidic,3.436,125.7,1.961,459,59,922.0,300,8.3711,8.0978,0.2732,3.264,9.656,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004160,train,H-FAB,CMP-02,RCP-C,P116,STI,STI_Oxide,W-RUN-004160,LOT-0802,LOT-S4768,2025-08-02T18:20:25,2025-08-02T18:21:44,IC1000,Kinik-3.5,Oxide-alkaline,10.634,75.9,0.207,460,60,1037.5,800,4.0204,3.0,1.0204,25.381,12.801,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004161,train,H-FAB,CMP-02,RCP-C,P143,M1,Cu,W-RUN-004161,LOT-0802,LOT-S4768,2025-08-02T18:28:44,2025-08-02T18:29:51,IC1000,Kinik-3.5,Cu-acidic,3.245,122.0,2.125,461,61,980.4,300,14.2952,13.4964,0.7988,5.588,11.358,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004162,train,H-FAB,CMP-02,RCP-B,P115,M1,Cu,W-RUN-004162,LOT-0802,LOT-S4768,2025-08-02T18:44:51,2025-08-02T18:46:10,IC1000,Kinik-3.5,Cu-acidic,3.872,133.7,1.817,462,62,930.5,300,16.4193,16.8705,0.4512,2.748,9.636,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004163,train,H-FAB,CMP-02,RCP-B,P140,M1,Cu,W-RUN-004163,LOT-0802,LOT-S4768,2025-08-02T19:00:10,2025-08-02T19:01:26,IC1000,Kinik-3.5,Cu-acidic,3.642,135.9,2.018,463,63,941.4,300,10.8445,10.7971,0.0474,0.437,7.796,0,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004164,train,H-FAB,CMP-02,RCP-A,P133,STI,STI_Oxide,W-RUN-004164,LOT-0802,LOT-S4768,2025-08-02T19:11:26,2025-08-02T19:12:45,IC1000,Kinik-3.5,Oxide-alkaline,10.591,72.3,0.329,464,64,1032.1,800,8.2657,3.0,5.2657,63.705,18.978,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004165,train,H-FAB,CMP-02,RCP-C,P134,M1,Cu,W-RUN-004165,LOT-0802,LOT-S4768,2025-08-02T19:20:45,2025-08-02T19:22:17,IC1000,Kinik-3.5,Cu-acidic,3.983,145.3,2.036,465,65,960.3,300,7.7505,8.0978,0.3473,4.481,16.079,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004166,train,H-FAB,CMP-02,RCP-C,P125,STI,STI_Oxide,W-RUN-004166,LOT-0802,LOT-S4768,2025-08-02T19:29:17,2025-08-02T19:30:25,IC1000,Kinik-3.5,Oxide-alkaline,10.811,73.3,0.311,466,66,1031.3,800,8.7681,3.0,5.7681,65.785,26.02,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004167,train,H-FAB,CMP-02,RCP-B,P112,STI,STI_Oxide,W-RUN-004167,LOT-0802,LOT-S4768,2025-08-02T19:36:25,2025-08-02T19:37:34,IC1000,Kinik-3.5,Oxide-alkaline,11.102,64.1,0.269,467,67,1111.1,800,5.6598,3.0,2.6598,46.995,30.215,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004168,train,H-FAB,CMP-02,RCP-C,P139,STI,STI_Oxide,W-RUN-004168,LOT-0802,LOT-S4768,2025-08-02T19:51:34,2025-08-02T19:52:43,IC1000,Kinik-3.5,Oxide-alkaline,10.843,70.6,0.194,468,68,1015.7,800,7.0682,3.0,4.0682,57.556,35.683,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004169,train,H-FAB,CMP-02,RCP-B,P136,M1,Cu,W-RUN-004169,LOT-0802,LOT-S4768,2025-08-02T20:03:43,2025-08-02T20:04:57,IC1000,Kinik-3.5,Cu-acidic,3.717,110.8,2.099,469,69,942.3,300,10.7128,10.7971,0.0843,0.787,28.704,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004170,train,H-FAB,CMP-02,RCP-C,P123,M1,Cu,W-RUN-004170,LOT-0802,LOT-S4768,2025-08-02T20:18:57,2025-08-02T20:20:26,IC1000,Kinik-3.5,Cu-acidic,3.768,140.7,2.244,470,70,947.1,300,7.9757,8.0978,0.1221,1.531,23.27,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004171,train,H-FAB,CMP-02,RCP-B,P115,M1,Cu,W-RUN-004171,LOT-0802,LOT-S4768,2025-08-02T20:29:26,2025-08-02T20:30:38,IC1000,Kinik-3.5,Cu-acidic,3.664,119.6,2.443,471,71,980.8,300,13.4785,13.4964,0.0179,0.133,18.642,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004172,train,H-FAB,CMP-02,RCP-A,P135,M1,Cu,W-RUN-004172,LOT-0802,LOT-S4768,2025-08-02T20:39:38,2025-08-02T20:40:43,IC1000,Kinik-3.5,Cu-acidic,3.398,117.5,2.376,472,72,963.5,300,17.4541,16.8705,0.5836,3.344,15.583,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004173,train,H-FAB,CMP-02,RCP-A,P102,M1,Cu,W-RUN-004173,LOT-0802,LOT-S4768,2025-08-02T20:47:43,2025-08-02T20:49:02,IC1000,Kinik-3.5,Cu-acidic,3.886,123.7,1.982,473,73,979.4,300,10.4496,10.7971,0.3475,3.326,13.131,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004174,train,H-FAB,CMP-02,RCP-A,P101,STI,STI_Oxide,W-RUN-004174,LOT-0802,LOT-S4768,2025-08-02T21:02:02,2025-08-02T21:03:11,IC1000,Kinik-3.5,Oxide-alkaline,10.588,60.4,0.264,474,74,1037.8,800,3.9512,3.0,0.9512,24.074,15.32,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004175,train,H-FAB,CMP-02,RCP-A,P108,M1,Cu,W-RUN-004175,LOT-0802,LOT-S4768,2025-08-02T21:09:11,2025-08-02T21:10:25,IC1000,Kinik-3.5,Cu-acidic,3.645,119.7,1.772,475,75,938.4,300,13.4959,13.4964,0.0005,0.003,12.256,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004176,train,H-FAB,CMP-02,RCP-C,P113,STI,STI_Oxide,W-RUN-004176,LOT-0802,LOT-S4768,2025-08-02T21:17:25,2025-08-02T21:18:34,IC1000,Kinik-3.5,Oxide-alkaline,10.76,83.9,0.238,476,76,1030.3,800,4.138,3.0,1.138,27.5,15.305,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004177,train,H-FAB,CMP-02,RCP-C,P127,M1,Cu,W-RUN-004177,LOT-0802,LOT-S4768,2025-08-02T21:27:34,2025-08-02T21:28:47,IC1000,Kinik-3.5,Cu-acidic,3.381,119.7,1.994,477,77,913.7,300,13.9724,13.4964,0.476,3.406,12.925,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004178,train,H-FAB,CMP-02,RCP-C,P139,M1,Cu,W-RUN-004178,LOT-0802,LOT-S4768,2025-08-02T21:39:47,2025-08-02T21:41:13,IC1000,Kinik-3.5,Cu-acidic,3.718,124.0,2.097,478,78,980.9,300,10.0124,10.1223,0.1099,1.097,10.56,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004179,train,H-FAB,CMP-02,RCP-C,P108,STI,STI_Oxide,W-RUN-004179,LOT-0802,LOT-S4768,2025-08-02T21:49:13,2025-08-02T21:50:28,IC1000,Kinik-3.5,Oxide-alkaline,10.743,78.6,0.262,479,79,1026.1,800,4.1153,3.0,1.1153,27.1,13.868,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004180,train,H-FAB,CMP-02,RCP-A,P131,STI,STI_Oxide,W-RUN-004180,LOT-0802,LOT-S4768,2025-08-02T21:59:28,2025-08-02T22:00:43,IC1000,Kinik-3.5,Oxide-alkaline,10.633,59.6,0.171,480,80,1009.1,800,5.3243,3.0,2.3243,43.655,19.825,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004181,train,H-FAB,CMP-02,RCP-C,P104,M1,Cu,W-RUN-004181,LOT-0802,LOT-S4768,2025-08-02T22:08:43,2025-08-02T22:09:48,IC1000,Kinik-3.5,Cu-acidic,3.58,113.7,2.016,481,81,962.2,300,13.5884,13.4964,0.092,0.677,15.996,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004182,train,H-FAB,CMP-02,RCP-A,P145,STI,STI_Oxide,W-RUN-004182,LOT-0802,LOT-S4768,2025-08-02T22:18:48,2025-08-02T22:20:03,IC1000,Kinik-3.5,Oxide-alkaline,10.881,68.7,0.268,482,82,1040.5,800,5.329,3.0,2.329,43.704,21.537,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004183,train,H-FAB,CMP-02,RCP-A,P141,M1,Cu,W-RUN-004183,LOT-0802,LOT-S4768,2025-08-02T22:27:03,2025-08-02T22:28:18,IC1000,Kinik-3.5,Cu-acidic,3.749,130.9,2.038,483,83,984.2,300,16.5884,16.8705,0.2821,1.7,17.57,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004184,train,H-FAB,CMP-02,RCP-B,P136,STI,STI_Oxide,W-RUN-004184,LOT-0802,LOT-S4768,2025-08-02T22:36:18,2025-08-02T22:37:35,IC1000,Kinik-3.5,Oxide-alkaline,10.763,68.9,0.227,484,84,1076.9,800,5.5074,3.0,2.5074,45.528,23.162,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004185,train,H-FAB,CMP-02,RCP-A,P143,STI,STI_Oxide,W-RUN-004185,LOT-0802,LOT-S4768,2025-08-02T22:45:35,2025-08-02T22:46:45,IC1000,Kinik-3.5,Oxide-alkaline,10.633,66.6,0.269,485,85,1049.5,800,4.9839,3.0,1.9839,39.806,26.49,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004186,train,H-FAB,CMP-02,RCP-B,P140,M1,Cu,W-RUN-004186,LOT-0802,LOT-S4768,2025-08-02T22:57:45,2025-08-02T22:58:50,IC1000,Kinik-3.5,Cu-acidic,3.66,129.5,2.32,486,86,961.4,300,13.4203,13.4964,0.0761,0.567,21.306,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004187,train,H-FAB,CMP-02,RCP-A,P135,M1,Cu,W-RUN-004187,LOT-0802,LOT-S4768,2025-08-02T23:10:50,2025-08-02T23:12:06,IC1000,Kinik-3.5,Cu-acidic,3.721,120.4,1.671,487,87,933.5,300,9.9789,10.1223,0.1434,1.437,17.332,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004188,train,H-FAB,CMP-02,RCP-B,P137,M1,Cu,W-RUN-004188,LOT-0802,LOT-S4768,2025-08-02T23:18:06,2025-08-02T23:19:52,IC1000,Kinik-3.5,Cu-acidic,4.032,131.5,1.799,488,88,988.2,300,7.6392,8.0978,0.4587,6.004,15.066,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004189,train,H-FAB,CMP-02,RCP-A,P133,STI,STI_Oxide,W-RUN-004189,LOT-0802,LOT-S4768,2025-08-02T23:26:52,2025-08-02T23:28:05,IC1000,Kinik-3.5,Oxide-alkaline,10.784,70.0,0.203,489,89,1019.7,800,5.5288,3.0,2.5288,45.739,21.201,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004190,train,H-FAB,CMP-02,RCP-B,P130,STI,STI_Oxide,W-RUN-004190,LOT-0802,LOT-S4768,2025-08-02T23:37:05,2025-08-02T23:38:15,IC1000,Kinik-3.5,Oxide-alkaline,10.636,62.2,0.123,490,90,1021.1,800,8.3,3.0,5.3,63.855,29.732,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004191,train,H-FAB,CMP-02,RCP-B,P116,M1,Cu,W-RUN-004191,LOT-0802,LOT-S4768,2025-08-02T23:47:15,2025-08-02T23:48:26,IC1000,Kinik-3.5,Cu-acidic,3.512,123.5,2.151,491,91,945.1,300,13.668,13.4964,0.1716,1.255,24.037,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004192,train,H-FAB,CMP-02,RCP-A,P136,STI,STI_Oxide,W-RUN-004192,LOT-0803,LOT-S4768,2025-08-03T00:02:26,2025-08-03T00:03:35,IC1000,Kinik-3.5,Oxide-alkaline,10.762,69.3,0.155,492,92,1072.3,800,5.1488,3.0,2.1488,41.734,27.576,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004193,train,H-FAB,CMP-02,RCP-B,P104,M1,Cu,W-RUN-004193,LOT-0803,LOT-S4768,2025-08-03T00:12:35,2025-08-03T00:14:35,IC1000,Kinik-3.5,Cu-acidic,3.549,118.1,1.741,493,93,954.5,300,6.1164,6.0734,0.043,0.703,22.201,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004194,train,H-FAB,CMP-02,RCP-B,P116,STI,STI_Oxide,W-RUN-004194,LOT-0803,LOT-S4768,2025-08-03T00:24:35,2025-08-03T00:26:22,IC1000,Kinik-3.5,Oxide-alkaline,10.695,78.4,0.214,494,94,1071.7,800,3.0325,3.0,0.0325,1.07,17.975,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004195,train,H-FAB,CMP-02,RCP-B,P139,STI,STI_Oxide,W-RUN-004195,LOT-0803,LOT-S4768,2025-08-03T00:40:22,2025-08-03T00:41:36,IC1000,Kinik-3.5,Oxide-alkaline,10.724,55.8,0.229,495,95,1076.1,800,4.0737,3.0,1.0737,26.357,19.652,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004196,train,H-FAB,CMP-02,RCP-B,P105,M1,Cu,W-RUN-004196,LOT-0803,LOT-S4768,2025-08-03T00:47:36,2025-08-03T00:48:51,IC1000,Kinik-3.5,Cu-acidic,3.553,120.6,2.173,496,96,947.7,300,13.571,13.4964,0.0746,0.55,15.831,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004197,train,H-FAB,CMP-02,RCP-A,P110,STI,STI_Oxide,W-RUN-004197,LOT-0803,LOT-S4768,2025-08-03T00:58:51,2025-08-03T01:00:05,IC1000,Kinik-3.5,Oxide-alkaline,10.732,73.8,0.269,497,97,1074.5,800,8.4991,3.0,5.4991,64.702,25.605,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004198,train,H-FAB,CMP-02,RCP-A,P119,STI,STI_Oxide,W-RUN-004198,LOT-0803,LOT-S4768,2025-08-03T01:08:05,2025-08-03T01:09:43,IC1000,Kinik-3.5,Oxide-alkaline,10.288,60.5,0.195,498,98,1048.7,800,3.0,3.0,0.0,0.0,20.484,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004199,train,H-FAB,CMP-02,RCP-A,P129,M1,Cu,W-RUN-004199,LOT-0803,LOT-S4768,2025-08-03T01:18:43,2025-08-03T01:19:58,IC1000,Kinik-3.5,Cu-acidic,3.477,126.2,2.266,499,99,956.1,300,10.2721,10.1223,0.1498,1.458,16.679,1,0,0.9385,3.81,2025-08-02T08:05:02
RUN-004200,train,H-FAB,CMP-01,RCP-B,P138,M1,Cu,W-RUN-004200,LOT-0802,LOT-S2903,2025-08-02T13:01:37,2025-08-02T13:02:45,IC1000,3M-Std,Cu-acidic,3.159,120.8,2.057,500,100,918.1,300,14.2712,13.9886,0.2826,1.98,13.127,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004201,train,H-FAB,CMP-01,RCP-C,P123,M1,Cu,W-RUN-004201,LOT-0802,LOT-S2903,2025-08-02T13:13:45,2025-08-02T13:14:59,IC1000,3M-Std,Cu-acidic,3.575,129.6,2.14,501,101,895.7,300,16.8866,17.4857,0.5991,3.548,11.211,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004202,train,H-FAB,CMP-01,RCP-B,P101,M1,Cu,W-RUN-004202,LOT-0802,LOT-S2903,2025-08-02T13:22:59,2025-08-02T13:24:16,IC1000,3M-Std,Cu-acidic,3.534,123.6,2.094,502,102,953.6,300,10.184,10.4914,0.3075,3.019,9.573,0,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004203,train,H-FAB,CMP-01,RCP-A,P144,M1,Cu,W-RUN-004203,LOT-0802,LOT-S2903,2025-08-02T13:34:16,2025-08-02T13:35:22,IC1000,3M-Std,Cu-acidic,3.471,115.3,2.249,503,103,924.8,300,13.6899,13.9886,0.2987,2.182,8.094,0,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004204,train,H-FAB,CMP-01,RCP-A,P119,STI,STI_Oxide,W-RUN-004204,LOT-0802,LOT-S2903,2025-08-02T13:43:22,2025-08-02T13:44:37,IC1000,3M-Std,Oxide-alkaline,10.505,61.7,0.232,504,104,1044.9,800,4.7783,3.0,1.7783,37.217,13.919,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004205,train,H-FAB,CMP-01,RCP-B,P127,M1,Cu,W-RUN-004205,LOT-0802,LOT-S2903,2025-08-02T13:55:37,2025-08-02T13:56:50,IC1000,3M-Std,Cu-acidic,3.289,122.8,1.961,505,105,916.6,300,10.5085,10.4914,0.0171,0.163,11.168,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004206,train,H-FAB,CMP-01,RCP-A,P110,M1,Cu,W-RUN-004206,LOT-0802,LOT-S2903,2025-08-02T14:04:50,2025-08-02T14:06:46,IC1000,3M-Std,Cu-acidic,3.363,119.2,2.184,506,106,968.4,300,6.2423,6.2949,0.0526,0.842,9.102,0,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004207,train,H-FAB,CMP-01,RCP-C,P100,M1,Cu,W-RUN-004207,LOT-0802,LOT-S2903,2025-08-02T14:14:46,2025-08-02T14:16:00,IC1000,3M-Std,Cu-acidic,3.823,120.6,1.751,507,107,946.9,300,9.7746,10.4914,0.7169,7.334,8.749,0,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004208,train,H-FAB,CMP-01,RCP-A,P103,M1,Cu,W-RUN-004208,LOT-0802,LOT-S2903,2025-08-02T14:22:00,2025-08-02T14:23:09,IC1000,3M-Std,Cu-acidic,3.713,131.5,2.192,508,108,995.7,300,13.2281,13.9886,0.7605,5.749,8.149,0,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004209,train,H-FAB,CMP-01,RCP-C,P146,M1,Cu,W-RUN-004209,LOT-0802,LOT-S2903,2025-08-02T14:34:09,2025-08-02T14:35:30,IC1000,3M-Std,Cu-acidic,3.969,111.7,2.141,509,109,951.0,300,9.5683,10.4914,0.9231,9.648,8.449,0,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004210,train,H-FAB,CMP-01,RCP-C,P134,STI,STI_Oxide,W-RUN-004210,LOT-0802,LOT-S2903,2025-08-02T14:45:30,2025-08-02T14:46:53,IC1000,3M-Std,Oxide-alkaline,10.54,52.2,0.177,510,110,1101.0,800,3.8528,3.0,0.8528,22.134,11.186,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004211,train,H-FAB,CMP-01,RCP-B,P108,STI,STI_Oxide,W-RUN-004211,LOT-0802,LOT-S2903,2025-08-02T14:56:53,2025-08-02T14:58:01,IC1000,3M-Std,Oxide-alkaline,10.435,57.0,0.121,511,111,1060.6,800,4.9826,3.0,1.9826,39.791,16.907,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004212,train,H-FAB,CMP-01,RCP-C,P119,STI,STI_Oxide,W-RUN-004212,LOT-0802,LOT-S2903,2025-08-02T15:05:01,2025-08-02T15:06:22,IC1000,3M-Std,Oxide-alkaline,10.185,84.6,0.208,512,112,1034.5,800,3.4638,3.0,0.4638,13.391,16.204,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004213,train,H-FAB,CMP-01,RCP-B,P148,STI,STI_Oxide,W-RUN-004213,LOT-0802,LOT-S2903,2025-08-02T15:18:22,2025-08-02T15:19:30,IC1000,3M-Std,Oxide-alkaline,10.612,74.6,0.275,513,113,1058.3,800,4.9098,3.0,1.9098,38.898,20.742,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004214,train,H-FAB,CMP-01,RCP-A,P136,M1,Cu,W-RUN-004214,LOT-0802,LOT-S2903,2025-08-02T15:29:30,2025-08-02T15:30:54,IC1000,3M-Std,Cu-acidic,3.465,134.2,1.994,514,114,905.9,300,8.1897,8.3932,0.2034,2.484,17.091,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004215,train,H-FAB,CMP-01,RCP-C,P104,M1,Cu,W-RUN-004215,LOT-0802,LOT-S2903,2025-08-02T15:40:54,2025-08-02T15:42:12,IC1000,3M-Std,Cu-acidic,3.138,135.9,2.362,515,115,954.8,300,14.239,13.9886,0.2504,1.758,14.024,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004216,train,H-FAB,CMP-01,RCP-B,P113,STI,STI_Oxide,W-RUN-004216,LOT-0802,LOT-S2903,2025-08-02T15:54:12,2025-08-02T15:55:26,IC1000,3M-Std,Oxide-alkaline,10.634,71.3,0.148,516,116,1077.0,800,4.9344,3.0,1.9344,39.202,19.06,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004217,train,H-FAB,CMP-01,RCP-B,P139,M1,Cu,W-RUN-004217,LOT-0802,LOT-S2903,2025-08-02T16:05:26,2025-08-02T16:07:05,IC1000,3M-Std,Cu-acidic,3.615,111.3,2.23,517,117,945.5,300,8.019,8.3932,0.3742,4.666,16.181,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004218,train,H-FAB,CMP-01,RCP-C,P117,M1,Cu,W-RUN-004218,LOT-0802,LOT-S2903,2025-08-02T16:18:05,2025-08-02T16:19:18,IC1000,3M-Std,Cu-acidic,3.862,128.3,1.782,518,118,975.6,300,10.3315,11.1909,0.8594,8.318,14.609,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004219,train,H-FAB,CMP-01,RCP-C,P118,STI,STI_Oxide,W-RUN-004219,LOT-0802,LOT-S2903,2025-08-02T16:27:18,2025-08-02T16:28:33,IC1000,3M-Std,Oxide-alkaline,10.451,70.3,0.206,519,119,1069.1,800,4.6817,3.0,1.6817,35.921,18.871,1,0,0.9385,3.547,2025-08-01T18:30:53
RUN-004220,train,H-FAB,CMP-01,RCP-B,P108,STI,STI_Oxide,W-RUN-004220,LOT-0802,LOT-S2903,2025-08-02T16:34:33,2025-08-02T16:35:42,IC1000,3M-Std,Oxide-alkaline,10.517,72.5,0.261,520,120,1087.0,800,4.7689,3.0,1.7689,37.092,22.515,1,0,0.9385,3.547,2025-08-01T18:30:53
