run_id,wafer_id,thickness_mean_nm,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-002837,W-RUN-002837,311.35,3.204,19.29,11.9,2.195,49,1,0.016133,5.385,1
RUN-002838,W-RUN-002838,311.9,3.195,20.51,3.56,1.333,36,2,0.016349,4.001,1
RUN-002839,W-RUN-002839,813.37,3.265,22.38,15.9,4.319,39,1,0.016308,6.711,1
RUN-002840,W-RUN-002840,307.67,3.274,26.72,8.46,2.155,65,2,0.015852,2.42,1
RUN-002841,W-RUN-002841,806.47,3.233,17.83,7.13,2.413,57,2,0.015405,3.673,1
RUN-002842,W-RUN-002842,311.92,3.298,18.22,9.64,3.769,58,0,0.016212,6.891,1
RUN-002843,W-RUN-002843,326.16,3.291,14.08,21.73,3.971,60,1,0.017693,4.945,1
RUN-002844,W-RUN-002844,822.93,3.184,20.99,16.04,3.772,42,2,0.017317,6.296,1
RUN-002845,W-RUN-002845,792.64,3.228,26.04,10.7,2.154,28,1,0.01429,4.133,1
RUN-002846,W-RUN-002846,326.14,3.284,21.18,20.37,4.019,80,1,0.017732,5.161,0
RUN-002847,W-RUN-002847,809.93,3.203,24.56,21.59,4.218,70,2,0.016001,5.395,1
RUN-002848,W-RUN-002848,314.31,3.308,19.81,13.41,1.858,50,1,0.016569,6.62,1
RUN-002849,W-RUN-002849,302.15,3.192,18.46,17.05,2.336,55,0,0.015202,4.712,1
RUN-002850,W-RUN-002850,316.33,3.24,17.3,15.2,1.771,77,1,0.01661,2.753,1
RUN-002851,W-RUN-002851,312.04,3.187,17.91,14.94,2.41,53,2,0.016217,4.703,1
RUN-002852,W-RUN-002852,296.44,3.205,19.66,5.24,3.2,67,3,0.014809,4.275,1
RUN-002853,W-RUN-002853,807.54,3.217,17.86,17.03,4.005,73,1,0.015655,3.935,1
RUN-002854,W-RUN-002854,303.29,3.249,19.24,12.3,3.234,55,3,0.015351,1.272,1
RUN-002855,W-RUN-002855,815.56,3.217,25.85,16.89,4.197,41,1,0.016607,2.489,1
RUN-002856,W-RUN-002856,824.08,3.202,19.81,19.61,3.431,54,2,0.017498,5.604,1
RUN-002857,W-RUN-002857,302.84,3.306,19.29,11.33,2.077,66,1,0.015134,3.72,1
RUN-002858,W-RUN-002858,303.72,3.177,20.07,19.85,2.466,51,2,0.015467,6.669,1
RUN-002859,W-RUN-002859,812.09,3.205,18.9,14.74,3.811,61,2,0.016093,3.879,1
RUN-002860,W-RUN-002860,321.02,3.21,24.73,12.46,2.931,46,1,0.017034,6.792,1
RUN-002861,W-RUN-002861,300.6,3.231,23.8,6.06,2.025,42,3,0.015055,5.584,1
RUN-002862,W-RUN-002862,310.72,3.162,26.58,10.96,2.606,52,0,0.016053,4.257,1
RUN-002863,W-RUN-002863,296.22,3.21,20.59,16.12,1.774,64,4,0.014551,5.664,1
RUN-002864,W-RUN-002864,831.06,3.186,20.46,22.47,3.403,53,2,0.018094,5.064,1
RUN-002865,W-RUN-002865,304.43,3.215,21.52,4.47,2.168,72,3,0.015407,5.354,1
RUN-002866,W-RUN-002866,304.36,3.197,22.4,9.52,1.968,73,1,0.0154,4.746,1
RUN-002867,W-RUN-002867,325.82,3.269,18.73,12.84,2.736,43,2,0.017553,4.691,1
RUN-002868,W-RUN-002868,821.44,3.149,19.9,21.32,3.763,64,1,0.016999,3.165,1
RUN-002869,W-RUN-002869,813.01,3.2,24.08,5.3,1.775,42,2,0.016323,5.404,1
RUN-002870,W-RUN-002870,809.1,3.169,22.71,13.5,2.24,33,3,0.015864,4.255,1
RUN-002871,W-RUN-002871,320.66,3.243,18.68,20.84,2.989,46,3,0.017179,3.405,1
RUN-002872,W-RUN-002872,309.21,3.293,19.13,14.4,1.686,78,1,0.015861,4.914,1
RUN-002873,W-RUN-002873,311.96,3.238,21.99,15.93,2.35,36,0,0.01619,6.452,1
RUN-002874,W-RUN-002874,824.88,3.184,26.83,16.7,2.757,57,1,0.017436,5.233,1
RUN-002875,W-RUN-002875,317.42,3.222,20.19,14.15,2.122,52,3,0.016762,6.359,1
RUN-002876,W-RUN-002876,313.07,3.223,21.79,16.16,3.105,72,2,0.016522,6.347,1
RUN-002877,W-RUN-002877,297.97,3.228,21.14,15.31,2.241,68,2,0.014869,4.336,1
RUN-002878,W-RUN-002878,803.27,3.201,21.91,22.37,3.676,39,2,0.015449,9.385,1
RUN-002879,W-RUN-002879,813.38,3.202,22.28,14.37,3.207,55,0,0.016381,2.901,1
RUN-002880,W-RUN-002880,807.56,3.301,21.21,16.09,3.62,51,2,0.015696,3.544,1
RUN-002881,W-RUN-002881,313.22,3.179,20.15,10.81,2.631,83,2,0.016473,6.746,0
RUN-002882,W-RUN-002882,314.2,3.259,22.65,7.62,1.086,54,2,0.016655,7.575,1
RUN-002883,W-RUN-002883,810.91,3.195,24.0,8.71,2.148,42,0,0.016034,6.798,1
RUN-002884,W-RUN-002884,812.02,3.253,20.56,16.68,3.046,44,0,0.016392,2.48,1
RUN-002885,W-RUN-002885,307.66,3.221,21.47,14.19,3.165,56,1,0.015483,6.235,1
RUN-002886,W-RUN-002886,314.14,3.169,22.12,11.17,3.041,52,5,0.016344,1.089,1
RUN-002887,W-RUN-002887,813.15,3.169,21.91,9.81,3.022,24,4,0.016305,4.301,1
RUN-002888,W-RUN-002888,296.27,3.206,23.87,14.49,3.013,61,0,0.014519,5.699,1
RUN-002889,W-RUN-002889,801.41,3.215,17.84,8.3,2.206,61,4,0.015161,5.18,1
RUN-002890,W-RUN-002890,301.39,3.196,25.91,2.23,1.088,57,1,0.015231,9.067,1
RUN-002891,W-RUN-002891,318.34,3.172,19.6,10.93,2.565,45,3,0.016981,5.542,1
RUN-002892,W-RUN-002892,314.31,3.277,24.87,20.87,2.98,53,2,0.016422,7.725,1
RUN-002893,W-RUN-002893,313.25,3.297,20.68,10.85,2.072,69,0,0.016214,7.774,1
RUN-002894,W-RUN-002894,811.4,3.183,20.77,18.85,3.292,65,1,0.016082,6.182,1
RUN-002895,W-RUN-002895,299.64,3.25,25.39,11.44,2.529,64,1,0.015026,4.869,1
RUN-002896,W-RUN-002896,295.03,3.149,30.26,6.62,2.108,47,1,0.014493,5.156,1
RUN-002897,W-RUN-002897,315.01,3.232,18.31,16.96,3.854,37,1,0.016359,6.996,1
RUN-002898,W-RUN-002898,809.46,3.26,24.65,15.56,2.691,46,4,0.016038,7.717,1
RUN-002899,W-RUN-002899,819.73,3.186,24.73,19.29,4.141,63,0,0.016923,3.775,1
RUN-002900,W-RUN-002900,308.53,3.159,27.08,10.26,1.964,89,0,0.015816,5.593,0
RUN-002901,W-RUN-002901,823.92,3.218,20.62,17.43,3.089,43,4,0.017543,5.61,1
RUN-002902,W-RUN-002902,796.76,3.306,21.96,9.55,1.731,56,1,0.014632,7.078,1
RUN-002903,W-RUN-002903,320.71,3.285,20.72,19.4,3.071,25,3,0.017157,5.339,1
RUN-002904,W-RUN-002904,318.37,3.265,17.54,12.22,1.895,52,1,0.016678,5.224,1
RUN-002905,W-RUN-002905,817.05,3.217,19.42,17.1,4.088,39,2,0.016704,8.767,1
RUN-002906,W-RUN-002906,310.95,3.288,18.15,12.42,3.306,45,2,0.016196,3.725,1
RUN-002907,W-RUN-002907,820.79,3.198,17.35,15.03,2.772,66,2,0.016951,6.243,1
RUN-002908,W-RUN-002908,801.64,3.224,15.78,4.78,2.801,66,1,0.015216,5.977,1
RUN-002909,W-RUN-002909,297.94,3.162,17.13,10.65,3.07,76,0,0.014894,7.704,1
RUN-002910,W-RUN-002910,810.88,3.248,17.72,17.29,3.759,62,2,0.016105,5.971,1
RUN-002911,W-RUN-002911,307.32,3.194,18.54,20.41,3.673,48,2,0.015957,2.606,1
RUN-002912,W-RUN-002912,308.24,3.199,21.29,14.4,3.124,70,3,0.015808,8.565,1
RUN-002913,W-RUN-002913,810.62,3.197,19.09,10.87,3.116,60,1,0.016101,4.841,1
RUN-002914,W-RUN-002914,301.12,3.204,21.94,11.92,2.503,46,0,0.015087,4.126,1
RUN-002915,W-RUN-002915,804.19,3.214,26.43,12.86,2.953,62,0,0.015623,5.028,1
RUN-002916,W-RUN-002916,799.09,3.206,20.49,16.36,2.753,53,2,0.015029,4.332,1
RUN-002917,W-RUN-002917,303.11,3.162,17.46,16.16,2.889,53,1,0.015299,2.886,1
RUN-002918,W-RUN-002918,812.39,3.249,19.32,12.69,3.061,38,3,0.016318,4.684,1
RUN-002919,W-RUN-002919,815.39,3.244,24.72,12.5,3.026,40,0,0.016491,3.364,1
RUN-002920,W-RUN-002920,812.64,3.232,16.37,13.79,3.449,59,4,0.016149,4.667,1
RUN-002921,W-RUN-002921,827.13,3.176,22.48,16.1,2.643,47,0,0.017788,5.366,1
RUN-002922,W-RUN-002922,309.27,3.243,22.4,21.39,2.786,66,3,0.016027,3.823,1
RUN-002923,W-RUN-002923,820.66,3.216,18.26,16.74,4.04,60,2,0.016953,3.01,1
RUN-002924,W-RUN-002924,307.35,3.253,15.27,12.26,2.841,84,1,0.015875,8.102,0
RUN-002925,W-RUN-002925,799.16,3.304,21.44,9.99,1.594,45,1,0.015181,3.901,1
RUN-002926,W-RUN-002926,308.55,3.211,18.33,12.15,2.313,57,4,0.015905,5.286,1
RUN-002927,W-RUN-002927,319.49,3.137,14.33,11.56,3.564,46,5,0.017042,6.494,1
RUN-002928,W-RUN-002928,307.49,3.241,18.08,13.92,1.392,74,3,0.015852,4.006,1
RUN-002929,W-RUN-002929,810.0,3.269,20.25,8.03,3.176,44,0,0.016098,4.87,1
RUN-002930,W-RUN-002930,809.31,3.234,23.38,17.67,3.835,51,1,0.015875,2.42,1
RUN-002931,W-RUN-002931,303.24,3.288,22.27,10.56,2.432,47,2,0.0154,6.67,1
RUN-002932,W-RUN-002932,293.29,3.29,19.64,7.37,1.265,51,4,0.014204,7.151,1
RUN-002933,W-RUN-002933,307.22,3.306,18.94,15.18,3.348,46,4,0.015811,4.642,1
RUN-002934,W-RUN-002934,334.33,3.191,18.5,12.54,2.261,42,3,0.018452,7.456,1
RUN-002935,W-RUN-002935,306.78,3.176,15.8,7.04,1.326,61,2,0.015751,5.346,1
RUN-002936,W-RUN-002936,802.32,3.225,23.3,11.77,2.33,19,2,0.015264,2.775,1
RUN-002937,W-RUN-002937,301.49,3.268,18.81,9.07,1.376,64,1,0.015254,1.91,1
RUN-002938,W-RUN-002938,816.21,3.291,20.69,16.06,3.407,54,0,0.016645,6.564,1
RUN-002939,W-RUN-002939,304.99,3.236,16.0,5.75,1.131,38,3,0.015387,3.133,1
RUN-002940,W-RUN-002940,804.26,3.163,22.54,21.35,4.063,52,0,0.015433,2.773,1
RUN-002941,W-RUN-002941,817.24,3.24,22.14,17.54,3.932,71,3,0.016797,7.76,1
RUN-002942,W-RUN-002942,316.01,3.224,24.59,8.22,1.772,42,2,0.016607,4.755,1
RUN-002943,W-RUN-002943,314.56,3.202,20.62,17.47,3.193,63,2,0.01642,4.404,1
RUN-002944,W-RUN-002944,310.97,3.206,18.4,12.88,2.371,62,2,0.0161,4.846,1
RUN-002945,W-RUN-002945,299.18,3.191,20.25,15.11,3.407,43,0,0.014992,2.866,1
RUN-002946,W-RUN-002946,816.62,3.164,19.54,11.71,2.058,37,0,0.016559,6.727,1
RUN-002947,W-RUN-002947,308.18,3.184,23.97,11.04,3.112,58,3,0.01588,5.408,1
RUN-002948,W-RUN-002948,811.06,3.267,23.25,7.57,2.295,43,1,0.016166,6.515,1
RUN-002949,W-RUN-002949,316.75,3.217,19.94,12.05,2.108,68,0,0.016547,5.758,1
RUN-002950,W-RUN-002950,810.82,3.169,19.44,8.28,2.757,42,2,0.016146,6.468,1
RUN-002951,W-RUN-002951,318.92,3.257,25.27,13.56,3.697,67,5,0.016917,4.581,1
RUN-002952,W-RUN-002952,311.5,3.152,20.38,8.83,2.498,54,4,0.016201,5.566,1
RUN-002953,W-RUN-002953,811.05,3.309,25.14,13.42,4.252,36,1,0.016203,3.601,1
RUN-002954,W-RUN-002954,817.99,3.188,17.54,15.31,3.779,48,2,0.016697,5.138,1
RUN-002955,W-RUN-002955,310.4,3.158,21.01,21.76,2.757,61,0,0.015957,5.792,1
RUN-002956,W-RUN-002956,318.12,3.225,23.13,18.9,3.498,63,2,0.016694,6.821,1
RUN-002957,W-RUN-002957,804.23,3.285,22.35,16.97,3.082,48,1,0.015438,6.997,1
RUN-002958,W-RUN-002958,329.81,3.193,19.26,16.9,2.817,49,2,0.018031,4.113,1
RUN-002959,W-RUN-002959,300.04,3.206,20.49,12.3,3.005,35,0,0.015103,5.004,1
RUN-002960,W-RUN-002960,808.87,3.288,19.15,20.73,3.277,42,1,0.015963,7.176,1
RUN-002961,W-RUN-002961,320.8,3.207,21.38,12.82,3.231,56,0,0.016825,5.223,1
RUN-002962,W-RUN-002962,297.2,3.206,17.41,14.93,3.258,57,2,0.014841,5.367,1
RUN-002963,W-RUN-002963,307.92,3.19,15.61,4.37,2.291,56,3,0.015803,7.748,1
RUN-002964,W-RUN-002964,296.6,3.198,21.84,12.4,2.636,46,3,0.014715,5.785,1
RUN-002965,W-RUN-002965,299.97,3.194,20.2,13.25,2.361,63,1,0.014891,3.822,1
RUN-002966,W-RUN-002966,313.28,3.188,26.24,4.56,1.474,37,4,0.016545,3.098,1
RUN-002967,W-RUN-002967,307.68,3.225,26.49,12.77,2.793,44,2,0.01577,5.37,1
RUN-002968,W-RUN-002968,824.71,3.205,23.07,17.73,4.805,63,3,0.017565,3.22,1
RUN-002969,W-RUN-002969,316.47,3.26,17.66,16.97,2.677,44,2,0.016683,4.531,1
RUN-002970,W-RUN-002970,305.77,3.231,21.72,13.97,3.22,43,1,0.015599,5.221,1
RUN-002971,W-RUN-002971,813.83,3.203,20.2,15.15,4.698,83,3,0.01654,5.673,0
RUN-002972,W-RUN-002972,804.88,3.205,21.14,3.25,1.826,29,2,0.015358,5.129,1
RUN-002973,W-RUN-002973,820.26,3.309,16.86,17.62,3.019,23,1,0.017095,5.071,1
RUN-002974,W-RUN-002974,335.14,3.273,23.52,10.12,2.521,42,0,0.018651,7.383,1
RUN-002975,W-RUN-002975,288.82,3.202,26.25,3.86,1.109,39,0,0.013815,3.586,1
RUN-002976,W-RUN-002976,312.2,3.196,13.89,10.45,2.424,69,3,0.016023,3.49,1
RUN-002977,W-RUN-002977,801.83,3.227,20.2,8.09,2.537,45,0,0.015214,6.01,1
RUN-002978,W-RUN-002978,308.02,3.232,17.78,15.41,2.151,37,1,0.015858,7.452,1
RUN-002979,W-RUN-002979,814.85,3.273,22.02,14.62,2.73,47,1,0.016387,4.975,1
RUN-002980,W-RUN-002980,803.86,3.151,23.05,14.58,3.264,48,5,0.015422,5.457,1
RUN-002981,W-RUN-002981,317.92,3.293,21.36,22.78,3.145,71,2,0.016679,6.403,1
RUN-002982,W-RUN-002982,812.17,3.169,22.4,16.86,3.523,80,2,0.016364,6.974,0
RUN-002983,W-RUN-002983,294.06,3.175,17.68,13.89,3.368,58,1,0.014448,5.547,1
RUN-002984,W-RUN-002984,800.76,3.207,21.14,10.41,2.297,70,0,0.014942,5.34,1
RUN-002985,W-RUN-002985,806.86,3.288,21.95,20.28,4.358,58,1,0.015558,4.734,1
RUN-002986,W-RUN-002986,803.43,3.207,14.33,12.26,2.295,24,0,0.015455,5.473,1
RUN-002987,W-RUN-002987,324.06,3.257,21.12,19.91,3.079,71,3,0.017458,2.934,1
RUN-002988,W-RUN-002988,815.67,3.235,28.41,20.49,3.456,50,1,0.016515,7.784,1
RUN-002989,W-RUN-002989,813.25,3.265,19.12,7.96,2.172,52,1,0.01621,6.977,1
RUN-002990,W-RUN-002990,828.41,3.235,20.99,9.21,2.907,54,4,0.017756,5.209,1
RUN-002991,W-RUN-002991,297.37,3.243,21.43,9.3,2.007,45,0,0.014613,4.688,1
RUN-002992,W-RUN-002992,295.78,3.21,21.59,16.02,3.107,46,0,0.014541,5.11,1
RUN-002993,W-RUN-002993,316.87,3.128,20.6,17.94,2.768,57,3,0.016697,4.658,1
RUN-002994,W-RUN-002994,304.92,3.227,15.62,8.33,2.868,54,4,0.015509,4.423,1
RUN-002995,W-RUN-002995,306.6,3.211,24.19,9.66,1.726,72,1,0.015748,5.949,1
RUN-002996,W-RUN-002996,314.19,3.226,25.47,7.02,1.996,67,3,0.016327,2.464,1
RUN-002997,W-RUN-002997,312.39,3.23,22.42,9.33,0.72,59,2,0.016385,6.273,1
RUN-002998,W-RUN-002998,305.25,3.225,19.35,18.95,2.71,66,1,0.015511,3.876,1
RUN-002999,W-RUN-002999,295.28,3.256,23.24,12.27,1.878,53,0,0.014491,5.212,1
RUN-003000,W-RUN-003000,320.72,3.18,14.61,13.0,3.196,45,2,0.016911,6.834,1
RUN-003001,W-RUN-003001,805.9,3.251,21.4,17.82,3.335,64,2,0.015528,6.018,1
RUN-003002,W-RUN-003002,793.77,3.166,16.77,8.72,2.182,28,3,0.014547,3.38,1
RUN-003003,W-RUN-003003,319.74,3.233,20.69,13.27,2.801,54,3,0.016908,2.324,1
RUN-003004,W-RUN-003004,289.21,3.216,24.71,14.12,2.488,59,2,0.013828,5.685,1
RUN-003005,W-RUN-003005,305.44,3.268,16.09,7.75,1.864,49,1,0.015475,5.347,1
RUN-003006,W-RUN-003006,799.67,3.17,26.52,14.82,1.101,42,2,0.014887,2.176,1
RUN-003007,W-RUN-003007,817.87,3.196,20.74,16.75,3.203,62,6,0.016689,7.534,1
RUN-003008,W-RUN-003008,811.3,3.252,19.32,13.45,2.983,30,1,0.016235,5.466,1
RUN-003009,W-RUN-003009,302.12,3.194,22.4,15.11,3.342,44,2,0.015292,5.324,1
RUN-003010,W-RUN-003010,313.88,3.197,21.94,19.64,3.402,76,1,0.016457,7.173,1
RUN-003011,W-RUN-003011,314.04,3.19,18.56,12.88,2.256,50,0,0.01641,5.278,1
RUN-003012,W-RUN-003012,804.86,3.19,24.68,14.49,3.93,28,0,0.015485,5.616,1
RUN-003013,W-RUN-003013,309.54,3.174,23.4,15.68,1.83,50,2,0.015936,6.755,1
RUN-003014,W-RUN-003014,304.56,3.209,24.42,11.8,2.187,35,2,0.015246,4.283,1
RUN-003015,W-RUN-003015,811.18,3.201,20.7,18.8,3.568,58,1,0.016181,3.633,1
RUN-003016,W-RUN-003016,313.63,3.167,20.08,13.64,2.737,63,0,0.016375,3.864,1
RUN-003017,W-RUN-003017,816.96,3.273,25.87,21.18,2.526,75,0,0.016726,6.31,1
RUN-003018,W-RUN-003018,310.95,3.245,16.14,15.16,3.481,66,1,0.015876,6.619,1
RUN-003019,W-RUN-003019,787.18,3.255,22.81,11.6,2.555,43,1,0.013838,6.157,1
RUN-003020,W-RUN-003020,315.05,3.197,20.16,11.05,2.843,52,0,0.016579,3.975,1
RUN-003021,W-RUN-003021,307.65,3.181,18.6,8.91,2.713,56,1,0.015728,5.798,1
RUN-003022,W-RUN-003022,319.77,3.225,20.78,23.37,3.341,48,3,0.01694,4.679,1
RUN-003023,W-RUN-003023,794.47,3.23,16.41,14.17,3.868,50,3,0.014472,3.883,1
RUN-003024,W-RUN-003024,312.92,3.176,21.35,5.95,0.857,57,0,0.016138,4.994,1
RUN-003025,W-RUN-003025,327.07,3.216,19.01,14.68,1.847,52,2,0.017768,6.213,1
RUN-003026,W-RUN-003026,807.29,3.17,18.48,17.73,2.536,46,2,0.01584,5.562,1
RUN-003027,W-RUN-003027,813.46,3.243,26.08,20.95,3.169,74,0,0.016698,6.236,1
RUN-003028,W-RUN-003028,302.48,3.194,20.8,11.31,3.231,72,2,0.015317,3.045,1
RUN-003029,W-RUN-003029,804.68,3.2,23.38,10.11,4.199,62,2,0.015313,4.776,1
RUN-003030,W-RUN-003030,308.72,3.262,23.48,13.24,2.26,60,3,0.015925,3.119,1
RUN-003031,W-RUN-003031,314.08,3.312,17.35,12.49,3.833,63,2,0.016456,4.339,1
RUN-003032,W-RUN-003032,291.37,3.283,19.34,5.74,0.913,45,5,0.014137,4.45,1
RUN-003033,W-RUN-003033,811.87,3.233,21.07,14.28,4.374,40,1,0.016189,5.133,1
RUN-003034,W-RUN-003034,809.5,3.213,15.65,22.83,3.983,47,1,0.015929,4.742,1
RUN-003035,W-RUN-003035,321.65,3.201,24.52,11.94,2.907,72,0,0.017173,6.086,1
RUN-003036,W-RUN-003036,305.22,3.2,20.44,10.64,3.408,64,2,0.015711,4.346,1
RUN-003037,W-RUN-003037,311.95,3.209,17.73,12.18,1.201,38,1,0.016161,6.763,1
RUN-003038,W-RUN-003038,799.74,3.171,20.58,13.42,2.681,55,1,0.014853,4.74,1
RUN-003039,W-RUN-003039,307.42,3.209,16.76,14.86,4.057,48,1,0.015906,5.288,1
RUN-003040,W-RUN-003040,811.89,3.211,21.93,17.99,3.974,53,0,0.016151,7.395,1
RUN-003041,W-RUN-003041,804.06,3.208,21.7,2.67,1.858,32,1,0.01547,5.425,1
RUN-003042,W-RUN-003042,818.12,3.24,22.6,12.2,3.191,54,1,0.016807,7.007,1
RUN-003043,W-RUN-003043,313.57,3.198,19.1,16.86,2.178,51,3,0.01649,7.149,1
RUN-003044,W-RUN-003044,323.35,3.243,21.94,10.5,1.913,55,2,0.017267,6.708,1
RUN-003045,W-RUN-003045,801.35,3.162,20.2,15.89,3.778,42,2,0.015192,3.917,1
RUN-003046,W-RUN-003046,300.57,3.249,19.19,8.45,1.739,69,1,0.015085,4.921,1
RUN-003047,W-RUN-003047,302.63,3.178,22.75,7.37,2.571,39,2,0.015356,7.335,1
RUN-003048,W-RUN-003048,308.83,3.255,17.31,14.09,3.602,60,1,0.015988,2.923,1
RUN-003049,W-RUN-003049,297.85,3.193,16.13,12.83,3.07,54,1,0.015067,5.652,1
RUN-003050,W-RUN-003050,814.54,3.281,19.69,18.4,3.77,79,2,0.016679,5.535,1
RUN-003051,W-RUN-003051,307.01,3.287,20.27,16.49,2.38,54,1,0.015688,5.474,1
RUN-003052,W-RUN-003052,793.59,3.277,22.65,20.44,3.178,53,1,0.014475,3.832,1
RUN-003053,W-RUN-003053,303.59,3.158,26.41,10.42,1.884,30,4,0.015375,6.391,1
RUN-003054,W-RUN-003054,324.89,3.254,24.44,18.32,2.708,82,1,0.017604,5.104,0
RUN-003055,W-RUN-003055,803.88,3.205,20.05,11.96,4.048,49,2,0.015289,6.354,1
RUN-003056,W-RUN-003056,315.18,3.223,18.43,9.58,1.671,81,2,0.016604,3.43,0
RUN-003057,W-RUN-003057,795.56,3.181,25.86,9.79,2.192,47,0,0.014558,6.166,1
RUN-003058,W-RUN-003058,320.86,3.182,22.94,11.41,2.778,48,4,0.017158,1.688,1
RUN-003059,W-RUN-003059,303.05,3.14,21.16,14.99,2.836,51,0,0.015282,5.618,1
RUN-003060,W-RUN-003060,299.55,3.291,16.01,6.71,1.485,54,3,0.014875,8.056,1
RUN-003061,W-RUN-003061,295.46,3.19,18.85,14.77,1.676,65,0,0.014488,7.21,1
RUN-003062,W-RUN-003062,316.85,3.204,18.14,19.67,2.849,62,4,0.01662,5.83,1
RUN-003063,W-RUN-003063,313.43,3.247,24.14,10.77,1.748,46,1,0.016331,5.209,1
RUN-003064,W-RUN-003064,298.74,3.257,23.47,10.81,1.722,45,3,0.014907,5.569,1
RUN-003065,W-RUN-003065,306.01,3.194,23.01,11.35,2.085,56,0,0.015528,4.041,1
RUN-003066,W-RUN-003066,304.61,3.209,18.25,16.63,3.081,61,3,0.015275,5.991,1
RUN-003067,W-RUN-003067,800.66,3.23,21.66,9.89,2.091,55,0,0.01515,5.534,1
RUN-003068,W-RUN-003068,316.71,3.262,17.6,15.78,2.898,62,2,0.016677,4.636,1
RUN-003069,W-RUN-003069,295.25,3.162,20.75,9.73,2.76,67,0,0.014554,5.191,1
RUN-003070,W-RUN-003070,798.83,3.239,15.47,10.83,3.768,39,2,0.014766,6.948,1
RUN-003071,W-RUN-003071,313.71,3.308,18.57,14.01,2.137,58,2,0.016433,7.259,1
RUN-003072,W-RUN-003072,301.78,3.189,19.87,10.25,2.843,61,4,0.015222,6.124,1
RUN-003073,W-RUN-003073,311.37,3.193,19.49,14.81,3.278,59,3,0.016121,5.448,1
RUN-003074,W-RUN-003074,323.15,3.221,21.95,11.47,3.066,64,1,0.017363,6.027,1
RUN-003075,W-RUN-003075,311.21,3.204,24.82,18.47,1.984,45,2,0.016089,6.206,1
RUN-003076,W-RUN-003076,307.4,3.175,21.86,21.8,4.026,63,0,0.015693,5.044,1
RUN-003077,W-RUN-003077,314.48,3.219,21.63,12.34,3.51,71,2,0.016511,6.399,1
RUN-003078,W-RUN-003078,812.76,3.225,18.85,10.87,2.548,44,0,0.016309,4.894,1
RUN-003079,W-RUN-003079,326.0,3.16,14.69,19.96,3.251,34,2,0.017656,6.094,1
RUN-003080,W-RUN-003080,806.54,3.286,21.04,8.84,3.166,44,3,0.015742,3.291,1
RUN-003081,W-RUN-003081,798.6,3.221,21.64,19.21,3.667,58,2,0.014837,4.699,1
RUN-003082,W-RUN-003082,318.59,3.19,19.42,7.93,2.069,65,3,0.016699,5.522,1
RUN-003083,W-RUN-003083,815.9,3.163,23.2,13.17,2.899,42,0,0.016636,3.974,1
RUN-003084,W-RUN-003084,314.8,3.248,23.24,9.77,2.328,63,1,0.01639,3.326,1
RUN-003085,W-RUN-003085,297.25,3.227,21.66,10.3,2.636,56,0,0.014758,6.601,1
RUN-003086,W-RUN-003086,810.63,3.2,16.53,21.14,3.487,54,1,0.016178,8.302,1
RUN-003087,W-RUN-003087,306.06,3.186,22.92,19.1,2.18,27,4,0.015625,8.265,1
RUN-003088,W-RUN-003088,299.08,3.195,19.85,9.33,2.084,63,2,0.014945,6.234,1
RUN-003089,W-RUN-003089,803.21,3.216,20.02,14.16,2.129,75,0,0.015287,6.867,1
RUN-003090,W-RUN-003090,810.35,3.167,23.13,16.2,3.463,51,2,0.016246,4.664,1
RUN-003091,W-RUN-003091,318.52,3.202,19.37,17.0,2.872,58,4,0.017054,6.224,1
RUN-003092,W-RUN-003092,817.44,3.255,21.5,16.98,2.725,74,3,0.016666,6.434,1
RUN-003093,W-RUN-003093,308.24,3.208,15.55,6.26,1.733,56,0,0.015937,4.603,1
RUN-003094,W-RUN-003094,309.03,3.192,20.62,14.97,2.959,49,1,0.015884,5.806,1
RUN-003095,W-RUN-003095,801.91,3.15,17.32,14.77,3.187,46,3,0.015146,3.253,1
RUN-003096,W-RUN-003096,818.36,3.188,17.83,13.63,2.52,37,3,0.016717,8.346,1
RUN-003097,W-RUN-003097,803.91,3.231,19.46,20.16,4.185,71,3,0.015361,5.651,1
RUN-003098,W-RUN-003098,305.55,3.168,20.69,10.93,0.953,54,3,0.015712,1.885,1
RUN-003099,W-RUN-003099,306.98,3.327,21.35,8.06,3.194,54,0,0.015827,6.148,1
RUN-003100,W-RUN-003100,799.4,3.173,26.86,10.13,2.497,70,1,0.014923,6.289,1
RUN-003101,W-RUN-003101,804.59,3.236,19.21,17.27,3.278,50,2,0.015462,5.752,1
RUN-003102,W-RUN-003102,298.0,3.267,18.9,18.74,3.011,75,2,0.014702,6.119,1
RUN-003103,W-RUN-003103,802.0,3.251,20.06,6.6,2.215,61,0,0.01527,5.027,1
RUN-003104,W-RUN-003104,296.89,3.163,20.73,9.63,1.789,57,3,0.014572,4.242,1
RUN-003105,W-RUN-003105,803.83,3.203,21.49,18.56,3.286,70,2,0.015389,2.229,1
RUN-003106,W-RUN-003106,310.03,3.271,20.05,7.35,2.387,60,0,0.01595,6.44,1
RUN-003107,W-RUN-003107,312.2,3.266,17.5,13.44,2.793,52,0,0.016173,3.037,1
RUN-003108,W-RUN-003108,814.72,3.249,20.14,22.27,3.473,50,3,0.016249,3.193,1
