run_id,tool_id,layer_id,recipe_id,pad_age_bin,pattern_density_bin,slurry_lot,slurry_pH_bin
RUN-004260,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004261,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004262,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004263,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004264,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004265,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004266,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004267,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004268,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004269,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004270,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004271,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004272,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004273,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004274,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004275,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004276,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004277,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004278,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004279,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004280,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004281,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004282,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004283,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004284,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004285,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004286,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004287,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004288,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004289,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004290,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004291,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004292,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004293,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004294,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004295,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004296,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004297,CMP-02,M1,RCP-B,pad_old,low,LOT-S7290,acidic
RUN-004298,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004299,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004300,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004301,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004302,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004303,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004304,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004305,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004306,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004307,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004308,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004309,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004310,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004311,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004312,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004313,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004314,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004315,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004316,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004317,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004318,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004319,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004320,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004321,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004322,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004323,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004324,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004325,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004326,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004327,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004328,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004329,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004330,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004331,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004332,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004333,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004334,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004335,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004336,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004337,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004338,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004339,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004340,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004341,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004342,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004343,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004344,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004345,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004346,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004347,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004348,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004349,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004350,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004351,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004352,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004353,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004354,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004355,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004356,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004357,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004358,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004359,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004360,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004361,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004362,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004363,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004364,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004365,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004366,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004367,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004368,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004369,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004370,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004371,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004372,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004373,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004374,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004375,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004376,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004377,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004378,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004379,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004380,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004381,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004382,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004383,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004384,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004385,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004386,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004387,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004388,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004389,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004390,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004391,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004392,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004393,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004394,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004395,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004396,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004397,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004398,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004399,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004400,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004401,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004402,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004403,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004404,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004405,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004406,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004407,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004408,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004409,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004410,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004411,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004412,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004413,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004414,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004415,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004416,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004417,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004418,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004419,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004420,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004421,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004422,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004423,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004424,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004425,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004426,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004427,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004428,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004429,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004430,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004431,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004432,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004433,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004434,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004435,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004436,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004437,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004438,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004439,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004440,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004441,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004442,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004443,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004444,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004445,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004446,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004447,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004448,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004449,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004450,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004451,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004452,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004453,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004454,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004455,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004456,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004457,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004458,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004459,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004460,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004461,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004462,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004463,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004464,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004465,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004466,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004467,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004468,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004469,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004470,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004471,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004472,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004473,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004474,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004475,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004476,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004477,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004478,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004479,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004480,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004481,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004482,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004483,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004484,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004485,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004486,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004487,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004488,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004489,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004490,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004491,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004492,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004493,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004494,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004495,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004496,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004497,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004498,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004499,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004500,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004501,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004502,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004503,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004504,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004505,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004506,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004507,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004508,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004509,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004510,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004511,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004512,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004513,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004514,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004515,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004516,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004517,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004518,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004519,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004520,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004521,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004522,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004523,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004524,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004525,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004526,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004527,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004528,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004529,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004530,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004531,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004532,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004533,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004534,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004535,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004536,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004537,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004538,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004539,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004540,CMP-02,M1,RCP-A,pad_old,mid,LOT-S7290,acidic
RUN-004541,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004542,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004543,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004544,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004545,CMP-02,STI,RCP-C,pad_old,mid,LOT-S7290,alkaline
RUN-004546,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004547,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004548,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004549,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004550,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004551,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004552,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004553,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004554,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004555,CMP-02,M1,RCP-C,pad_old,mid,LOT-S7290,acidic
RUN-004556,CMP-02,STI,RCP-A,pad_old,mid,LOT-S7290,alkaline
RUN-004557,CMP-02,M1,RCP-B,pad_old,mid,LOT-S7290,acidic
RUN-004558,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004559,CMP-02,STI,RCP-B,pad_old,mid,LOT-S7290,alkaline
RUN-004560,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004561,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004562,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004563,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004564,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004565,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004566,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004567,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004568,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004569,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004570,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004571,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004572,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004573,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7819,alkaline
RUN-004574,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004575,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7819,alkaline
RUN-004576,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004577,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004578,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004579,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004580,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004581,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004582,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7819,acidic
RUN-004583,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7819,acidic
RUN-004584,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004585,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
RUN-004586,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7819,acidic
RUN-004587,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7819,alkaline
