run_id,split_hint,fab_id,tool_id,recipe_id,product_id,layer_id,process_type,wafer_id,lot_id,slurry_lot,run_start_ts,run_end_ts,pad_type,conditioner_type,slurry_type,slurry_pH,particle_size_nm,oxidizer_pct,pad_age_wafers,disk_age_wafers,pre_thickness_nm,target_post_thk_nm,endpoint_time_s,actual_polish_time_s,overpolish_s,endpoint_class,target_mrr_nmps,mrr_pred_nmps,mrr_err_abs,mrr_err_pct,mrr_err_ewma,drift_flag_mrr,auto_retrain,model_ref_pad_factor,model_ref_lot_pH,last_retrain_ts,scaler_group_key,channel_stats_version
RUN-003738,train,H-FAB,CMP-01,RCP-B,P104,M1,Cu,W-RUN-003738,LOT-0731,LOT-S1919,2025-07-31T18:47:08,2025-07-31T18:49:07,NexPlanar-XP,3M-Std,Cu-acidic,3.617,125.3,2.261,278,878,958.0,300,101,119,18,over,6.4891,3.0,3.4891,53.769,45.936,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003739,train,H-FAB,CMP-01,RCP-B,P124,STI,STI_Oxide,W-RUN-003739,LOT-0731,LOT-S1919,2025-07-31T18:58:07,2025-07-31T18:59:06,NexPlanar-XP,3M-Std,Oxide-alkaline,10.491,60.3,0.216,279,879,1043.9,800,60,59,-1,normal,6.8162,7.6806,0.8644,12.682,39.285,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003740,train,H-FAB,CMP-01,RCP-B,P125,M1,Cu,W-RUN-003740,LOT-0731,LOT-S1919,2025-07-31T19:08:06,2025-07-31T19:09:14,NexPlanar-XP,3M-Std,Cu-acidic,3.735,120.1,2.115,280,880,945.3,300,60,68,8,over,14.1814,3.0,11.1814,78.846,47.197,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003741,train,H-FAB,CMP-01,RCP-C,P133,M1,Cu,W-RUN-003741,LOT-0731,LOT-S1919,2025-07-31T19:19:14,2025-07-31T19:20:32,NexPlanar-XP,3M-Std,Cu-acidic,3.17,119.1,1.915,281,881,943.9,300,70,78,8,over,9.1682,3.0,6.1682,67.278,51.213,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003742,train,H-FAB,CMP-01,RCP-A,P137,M1,Cu,W-RUN-003742,LOT-0731,LOT-S1919,2025-07-31T19:31:32,2025-07-31T19:32:52,NexPlanar-XP,3M-Std,Cu-acidic,3.481,103.1,1.908,282,882,935.0,300,72,80,8,over,8.8008,3.0,5.8008,65.912,54.153,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003743,train,H-FAB,CMP-01,RCP-B,P137,STI,STI_Oxide,W-RUN-003743,LOT-0731,LOT-S1919,2025-07-31T19:44:52,2025-07-31T19:45:59,NexPlanar-XP,3M-Std,Oxide-alkaline,10.958,83.8,0.245,283,883,1072.5,800,60,67,7,over,4.6314,4.6084,0.023,0.497,43.422,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003744,train,H-FAB,CMP-01,RCP-C,P102,STI,STI_Oxide,W-RUN-003744,LOT-0731,LOT-S1919,2025-07-31T19:54:59,2025-07-31T19:56:07,NexPlanar-XP,3M-Std,Oxide-alkaline,10.572,74.5,0.273,284,884,1051.3,800,60,68,8,over,5.2236,5.7605,0.5369,10.279,36.793,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003745,train,H-FAB,CMP-01,RCP-A,P115,STI,STI_Oxide,W-RUN-003745,LOT-0731,LOT-S1919,2025-07-31T20:07:07,2025-07-31T20:08:23,NexPlanar-XP,3M-Std,Oxide-alkaline,10.613,60.0,0.262,285,885,1040.3,800,60,76,16,over,5.2809,5.7605,0.4795,9.08,31.251,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003746,train,H-FAB,CMP-01,RCP-C,P145,STI,STI_Oxide,W-RUN-003746,LOT-0731,LOT-S1919,2025-07-31T20:18:23,2025-07-31T20:19:19,NexPlanar-XP,3M-Std,Oxide-alkaline,10.551,78.8,0.147,286,886,1035.4,800,60,56,-4,under,6.9184,7.6806,0.7622,11.017,27.204,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003747,train,H-FAB,CMP-01,RCP-B,P147,STI,STI_Oxide,W-RUN-003747,LOT-0731,LOT-S1919,2025-07-31T20:27:19,2025-07-31T20:28:33,NexPlanar-XP,3M-Std,Oxide-alkaline,10.644,63.5,0.206,287,887,1079.3,800,65,74,9,over,4.2583,4.6084,0.3501,8.221,23.408,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003748,train,H-FAB,CMP-01,RCP-A,P102,M1,Cu,W-RUN-003748,LOT-0731,LOT-S1919,2025-07-31T20:34:33,2025-07-31T20:35:50,NexPlanar-XP,3M-Std,Cu-acidic,3.711,129.3,2.508,288,888,931.0,300,60,77,17,over,10.6452,3.0,7.6452,71.818,33.09,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003749,train,H-FAB,CMP-01,RCP-C,P110,M1,Cu,W-RUN-003749,LOT-0731,LOT-S1919,2025-07-31T20:45:50,2025-07-31T20:47:15,NexPlanar-XP,3M-Std,Cu-acidic,3.615,151.0,2.285,289,889,937.2,300,73,85,12,over,8.6255,3.0,5.6255,65.219,39.516,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003750,train,H-FAB,CMP-01,RCP-A,P113,STI,STI_Oxide,W-RUN-003750,LOT-0731,LOT-S1919,2025-07-31T20:57:15,2025-07-31T20:58:55,NexPlanar-XP,3M-Std,Oxide-alkaline,10.515,70.7,0.28,290,890,1073.5,800,88,100,12,over,3.0785,3.4563,0.3778,12.272,34.067,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003751,train,H-FAB,CMP-01,RCP-C,P117,M1,Cu,W-RUN-003751,LOT-0731,LOT-S1919,2025-07-31T21:08:55,2025-07-31T21:09:53,NexPlanar-XP,3M-Std,Cu-acidic,3.382,134.2,1.912,291,891,941.9,300,60,58,-2,normal,11.1147,3.0,8.1147,73.009,41.855,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003752,train,H-FAB,CMP-01,RCP-B,P118,STI,STI_Oxide,W-RUN-003752,LOT-0731,LOT-S1919,2025-07-31T21:21:53,2025-07-31T21:23:00,NexPlanar-XP,3M-Std,Oxide-alkaline,10.631,68.1,0.152,292,892,1074.4,800,60,67,7,over,5.6494,6.1445,0.4951,8.763,35.237,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003753,train,H-FAB,CMP-01,RCP-B,P130,STI,STI_Oxide,W-RUN-003753,LOT-0731,LOT-S1919,2025-07-31T21:31:00,2025-07-31T21:32:09,NexPlanar-XP,3M-Std,Oxide-alkaline,10.103,66.3,0.346,293,893,1047.2,800,60,69,9,over,6.0327,7.6806,1.6479,27.316,33.653,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003754,train,H-FAB,CMP-01,RCP-B,P140,M1,Cu,W-RUN-003754,LOT-0731,LOT-S1919,2025-07-31T21:45:09,2025-07-31T21:46:05,NexPlanar-XP,3M-Std,Cu-acidic,3.608,117.2,1.826,294,894,939.3,300,60,56,-4,under,11.4936,3.0,8.4936,73.899,41.702,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003755,train,H-FAB,CMP-01,RCP-C,P148,STI,STI_Oxide,W-RUN-003755,LOT-0731,LOT-S1919,2025-07-31T21:54:05,2025-07-31T21:55:21,NexPlanar-XP,3M-Std,Oxide-alkaline,10.385,68.6,0.243,295,895,1059.5,800,65,76,11,over,3.9467,4.6084,0.6617,16.766,36.715,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003756,train,H-FAB,CMP-01,RCP-C,P147,STI,STI_Oxide,W-RUN-003756,LOT-0731,LOT-S1919,2025-07-31T22:06:21,2025-07-31T22:07:27,NexPlanar-XP,3M-Std,Oxide-alkaline,10.621,56.5,0.189,296,896,994.3,800,60,66,6,over,5.2752,5.7605,0.4853,9.2,31.212,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003757,train,H-FAB,CMP-01,RCP-A,P140,STI,STI_Oxide,W-RUN-003757,LOT-0731,LOT-S1919,2025-07-31T22:16:27,2025-07-31T22:17:47,NexPlanar-XP,3M-Std,Oxide-alkaline,10.703,78.5,0.234,297,897,1039.2,800,73,80,7,over,3.2362,3.4563,0.2201,6.802,26.33,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003758,train,H-FAB,CMP-01,RCP-B,P124,M1,Cu,W-RUN-003758,LOT-0731,LOT-S1919,2025-07-31T22:27:47,2025-07-31T22:28:57,NexPlanar-XP,3M-Std,Cu-acidic,3.632,126.1,2.024,298,898,940.1,300,60,70,10,over,17.8773,3.0,14.8773,83.219,37.708,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003759,train,H-FAB,CMP-01,RCP-C,P118,M1,Cu,W-RUN-003759,LOT-0731,LOT-S1919,2025-07-31T22:39:57,2025-07-31T22:40:53,NexPlanar-XP,3M-Std,Cu-acidic,3.599,106.5,2.086,299,899,941.1,300,60,56,-4,under,11.4898,3.0,8.4898,73.89,44.944,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003760,train,H-FAB,CMP-01,RCP-C,P141,M1,Cu,W-RUN-003760,LOT-0731,LOT-S1919,2025-07-31T22:51:53,2025-07-31T22:53:04,NexPlanar-XP,3M-Std,Cu-acidic,3.375,130.7,1.699,300,900,952.6,300,73,71,-2,normal,8.875,3.0,5.875,66.197,49.195,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003761,train,H-FAB,CMP-01,RCP-A,P110,M1,Cu,W-RUN-003761,LOT-0731,LOT-S1919,2025-07-31T23:06:04,2025-07-31T23:07:46,NexPlanar-XP,3M-Std,Cu-acidic,3.202,132.8,2.062,301,901,958.5,300,96,102,6,over,6.8054,3.0,3.8054,55.917,50.539,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003762,train,H-FAB,CMP-01,RCP-C,P111,STI,STI_Oxide,W-RUN-003762,LOT-0731,LOT-S1919,2025-07-31T23:21:46,2025-07-31T23:23:10,NexPlanar-XP,3M-Std,Oxide-alkaline,10.316,79.3,0.22,302,902,1036.6,800,78,84,6,over,3.0,3.4563,0.4563,15.209,43.473,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003763,train,H-FAB,CMP-01,RCP-B,P144,M1,Cu,W-RUN-003763,LOT-0731,LOT-S1919,2025-07-31T23:37:10,2025-07-31T23:38:27,NexPlanar-XP,3M-Std,Cu-acidic,3.614,111.9,2.059,303,903,972.5,300,62,77,15,over,10.7373,3.0,7.7373,72.06,49.191,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003764,train,H-FAB,CMP-01,RCP-B,P119,M1,Cu,W-RUN-003764,LOT-0731,LOT-S1919,2025-07-31T23:51:27,2025-07-31T23:52:20,NexPlanar-XP,3M-Std,Cu-acidic,3.717,129.9,2.146,304,904,962.7,300,60,53,-7,under,14.1117,3.0,11.1117,78.741,55.101,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003765,train,H-FAB,CMP-01,RCP-B,P127,M1,Cu,W-RUN-003765,LOT-0801,LOT-S1919,2025-08-01T00:02:20,2025-08-01T00:03:45,NexPlanar-XP,3M-Std,Cu-acidic,3.736,127.6,1.938,305,905,953.6,300,77,85,8,over,8.4421,3.0,5.4421,64.464,56.973,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003766,train,H-FAB,CMP-01,RCP-C,P135,M1,Cu,W-RUN-003766,LOT-0801,LOT-S1919,2025-08-01T00:13:45,2025-08-01T00:14:57,NexPlanar-XP,3M-Std,Cu-acidic,3.733,109.0,1.881,306,906,972.9,300,63,72,9,over,10.5544,3.0,7.5544,71.576,59.894,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003767,train,H-FAB,CMP-01,RCP-C,P100,M1,Cu,W-RUN-003767,LOT-0801,LOT-S1919,2025-08-01T00:25:57,2025-08-01T00:27:05,NexPlanar-XP,3M-Std,Cu-acidic,3.504,127.3,1.664,307,907,924.8,300,60,68,8,over,18.1376,3.0,15.1376,83.46,64.607,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003768,train,H-FAB,CMP-01,RCP-B,P127,M1,Cu,W-RUN-003768,LOT-0801,LOT-S1919,2025-08-01T00:39:05,2025-08-01T00:40:23,NexPlanar-XP,3M-Std,Cu-acidic,3.377,126.2,2.224,308,908,931.4,300,60,78,18,over,11.064,3.0,8.064,72.885,66.263,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003769,train,H-FAB,CMP-01,RCP-B,P126,STI,STI_Oxide,W-RUN-003769,LOT-0801,LOT-S1919,2025-08-01T00:51:23,2025-08-01T00:52:34,NexPlanar-XP,3M-Std,Oxide-alkaline,10.31,61.1,0.153,309,909,1087.4,800,60,71,11,over,5.1224,6.1445,1.0221,19.954,57.001,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003770,train,H-FAB,CMP-01,RCP-A,P106,STI,STI_Oxide,W-RUN-003770,LOT-0801,LOT-S1919,2025-08-01T01:02:34,2025-08-01T01:03:32,NexPlanar-XP,3M-Std,Oxide-alkaline,10.177,61.5,0.198,310,910,1052.4,800,60,58,-2,normal,4.6081,5.7605,1.1524,25.007,50.602,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003771,train,H-FAB,CMP-01,RCP-B,P142,STI,STI_Oxide,W-RUN-003771,LOT-0801,LOT-S1919,2025-08-01T01:13:32,2025-08-01T01:14:31,NexPlanar-XP,3M-Std,Oxide-alkaline,10.73,59.2,0.235,311,911,999.1,800,60,59,-1,normal,4.3264,4.6084,0.2819,6.517,41.785,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003772,train,H-FAB,CMP-01,RCP-C,P146,M1,Cu,W-RUN-003772,LOT-0801,LOT-S1919,2025-08-01T01:23:31,2025-08-01T01:24:26,NexPlanar-XP,3M-Std,Cu-acidic,3.405,121.8,1.754,312,912,963.4,300,60,55,-5,under,14.6802,3.0,11.6802,79.564,49.341,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003773,train,H-FAB,CMP-01,RCP-A,P111,M1,Cu,W-RUN-003773,LOT-0801,LOT-S1919,2025-08-01T01:33:26,2025-08-01T01:34:42,NexPlanar-XP,3M-Std,Cu-acidic,3.497,127.3,2.004,313,913,915.0,300,70,76,6,over,8.698,3.0,5.698,65.509,52.575,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003774,train,H-FAB,CMP-01,RCP-C,P125,STI,STI_Oxide,W-RUN-003774,LOT-0801,LOT-S1919,2025-08-01T01:44:42,2025-08-01T01:45:54,NexPlanar-XP,3M-Std,Oxide-alkaline,10.533,79.6,0.196,314,914,1042.4,800,60,72,12,over,6.8244,7.6806,0.8562,12.546,44.569,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003775,train,H-FAB,CMP-01,RCP-B,P136,M1,Cu,W-RUN-003775,LOT-0801,LOT-S1919,2025-08-01T01:56:54,2025-08-01T01:58:41,NexPlanar-XP,3M-Std,Cu-acidic,3.274,120.1,1.742,315,915,963.4,300,98,107,9,over,6.7133,3.0,3.7133,55.312,46.718,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003776,train,H-FAB,CMP-01,RCP-C,P101,M1,Cu,W-RUN-003776,LOT-0801,LOT-S1919,2025-08-01T02:08:41,2025-08-01T02:10:10,NexPlanar-XP,3M-Std,Cu-acidic,3.647,132.5,1.871,316,916,975.4,300,79,89,10,over,8.5161,3.0,5.5161,64.772,50.329,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|M1,v1
RUN-003777,train,H-FAB,CMP-01,RCP-B,P113,STI,STI_Oxide,W-RUN-003777,LOT-0801,LOT-S1919,2025-08-01T02:23:10,2025-08-01T02:24:17,NexPlanar-XP,3M-Std,Oxide-alkaline,10.208,66.3,0.245,317,917,1059.5,800,60,67,7,over,4.6426,5.7605,1.1179,24.078,45.079,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003778,train,H-FAB,CMP-01,RCP-A,P102,STI,STI_Oxide,W-RUN-003778,LOT-0801,LOT-S1919,2025-08-01T02:38:17,2025-08-01T02:39:30,NexPlanar-XP,3M-Std,Oxide-alkaline,10.286,73.7,0.231,318,918,1080.4,800,60,73,13,over,4.7544,5.7605,1.0061,21.161,40.295,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003779,train,H-FAB,CMP-01,RCP-C,P104,STI,STI_Oxide,W-RUN-003779,LOT-0801,LOT-S1919,2025-08-01T02:51:30,2025-08-01T02:52:44,NexPlanar-XP,3M-Std,Oxide-alkaline,10.576,53.1,0.176,319,919,1040.8,800,60,74,14,over,6.897,7.6806,0.7836,11.361,34.508,1,0,1.0588,10.627,2025-07-22T05:25:15,CMP-01|STI,v1
RUN-003780,train,H-FAB,CMP-02,RCP-A,P105,M1,Cu,W-RUN-003780,LOT-0801,LOT-S1280,2025-08-01T04:22:59,2025-08-01T04:24:09,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.716,128.8,2.053,260,860,990.1,300,64,70,6,over,10.7292,12.1234,1.3942,12.994,21.688,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003781,train,H-FAB,CMP-02,RCP-A,P126,STI,STI_Oxide,W-RUN-003781,LOT-0801,LOT-S1280,2025-08-01T04:30:09,2025-08-01T04:31:18,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.347,64.2,0.19,261,861,1041.4,800,60,69,9,over,8.215,3.0,5.215,63.481,30.047,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003782,train,H-FAB,CMP-02,RCP-C,P137,M1,Cu,W-RUN-003782,LOT-0801,LOT-S1280,2025-08-01T04:42:18,2025-08-01T04:43:37,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.481,123.2,2.239,262,862,969.8,300,60,79,19,over,11.806,12.9316,1.1256,9.534,25.944,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003783,train,H-FAB,CMP-02,RCP-B,P142,M1,Cu,W-RUN-003783,LOT-0801,LOT-S1280,2025-08-01T04:53:37,2025-08-01T04:55:11,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.581,109.7,1.77,263,863,1005.3,300,80,94,14,over,8.7348,9.6987,0.964,11.036,22.963,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003784,train,H-FAB,CMP-02,RCP-A,P102,STI,STI_Oxide,W-RUN-003784,LOT-0801,LOT-S1280,2025-08-01T05:07:11,2025-08-01T05:08:28,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.311,58.7,0.184,264,864,1057.4,800,66,77,11,over,3.8966,3.0,0.8966,23.009,22.972,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003785,train,H-FAB,CMP-02,RCP-B,P100,M1,Cu,W-RUN-003785,LOT-0801,LOT-S1280,2025-08-01T05:21:28,2025-08-01T05:23:15,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.584,116.8,1.967,265,865,973.5,300,102,107,5,normal,6.5441,7.274,0.7299,11.154,20.608,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003786,train,H-FAB,CMP-02,RCP-A,P100,M1,Cu,W-RUN-003786,LOT-0801,LOT-S1280,2025-08-01T05:31:15,2025-08-01T05:32:41,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.052,127.1,1.907,266,866,952.9,300,69,86,17,over,9.3493,9.6987,0.3494,3.737,17.234,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003787,train,H-FAB,CMP-02,RCP-C,P143,M1,Cu,W-RUN-003787,LOT-0801,LOT-S1280,2025-08-01T05:41:41,2025-08-01T05:43:37,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.36,128.3,2.212,267,867,978.3,300,100,116,16,over,6.7374,7.274,0.5366,7.965,15.38,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003788,train,H-FAB,CMP-02,RCP-B,P114,STI,STI_Oxide,W-RUN-003788,LOT-0801,LOT-S1280,2025-08-01T05:52:37,2025-08-01T05:53:56,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.19,75.5,0.233,268,868,1031.9,800,61,79,18,over,3.7503,3.0,0.7503,20.006,16.306,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003789,train,H-FAB,CMP-02,RCP-A,P134,STI,STI_Oxide,W-RUN-003789,LOT-0801,LOT-S1280,2025-08-01T06:06:56,2025-08-01T06:08:25,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.593,75.8,0.265,269,869,1045.8,800,77,89,12,over,3.1669,3.0,0.1669,5.269,14.098,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003790,train,H-FAB,CMP-02,RCP-A,P141,M1,Cu,W-RUN-003790,LOT-0801,LOT-S1280,2025-08-01T06:18:25,2025-08-01T06:19:36,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.448,114.7,1.817,270,870,980.5,300,60,71,11,over,18.4843,20.0,1.5157,8.2,12.918,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003791,train,H-FAB,CMP-02,RCP-A,P106,STI,STI_Oxide,W-RUN-003791,LOT-0801,LOT-S1280,2025-08-01T06:32:36,2025-08-01T06:33:48,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.508,71.4,0.293,271,871,991.0,800,60,72,12,over,4.1196,3.0,1.1196,27.178,15.77,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003792,train,H-FAB,CMP-02,RCP-B,P100,M1,Cu,W-RUN-003792,LOT-0801,LOT-S1280,2025-08-01T06:41:48,2025-08-01T06:42:55,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.514,109.6,2.18,272,872,933.2,300,60,67,7,over,14.6493,16.1645,1.5152,10.343,14.685,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003793,train,H-FAB,CMP-02,RCP-C,P108,M1,Cu,W-RUN-003793,LOT-0801,LOT-S1280,2025-08-01T06:54:55,2025-08-01T06:56:12,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.533,135.3,1.804,273,873,903.5,300,68,77,9,over,8.7637,9.6987,0.935,10.669,13.882,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003794,train,H-FAB,CMP-02,RCP-B,P137,M1,Cu,W-RUN-003794,LOT-0801,LOT-S1280,2025-08-01T07:06:12,2025-08-01T07:07:26,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.358,102.1,2.257,274,874,915.5,300,68,74,6,over,8.9674,9.6987,0.7313,8.156,12.736,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003795,train,H-FAB,CMP-02,RCP-C,P128,M1,Cu,W-RUN-003795,LOT-0801,LOT-S1280,2025-08-01T07:14:26,2025-08-01T07:15:54,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.157,118.2,2.252,275,875,948.3,300,70,88,18,over,9.1993,9.6987,0.4994,5.429,11.275,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003796,train,H-FAB,CMP-02,RCP-B,P149,STI,STI_Oxide,W-RUN-003796,LOT-0801,LOT-S1280,2025-08-01T07:27:54,2025-08-01T07:28:51,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.437,54.4,0.13,276,876,1045.6,800,60,57,-3,normal,6.7176,3.0,3.7176,55.341,20.088,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003797,train,H-FAB,CMP-02,RCP-C,P122,M1,Cu,W-RUN-003797,LOT-0801,LOT-S1280,2025-08-01T07:36:51,2025-08-01T07:38:05,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.383,122.8,1.805,277,877,921.7,300,69,74,5,normal,8.9293,9.6987,0.7694,8.617,17.794,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003798,train,H-FAB,CMP-02,RCP-C,P149,STI,STI_Oxide,W-RUN-003798,LOT-0801,LOT-S1280,2025-08-01T07:47:05,2025-08-01T07:48:13,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.68,69.7,0.26,278,878,1059.1,800,60,68,8,over,7.1886,3.0,4.1886,58.267,25.889,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003799,train,H-FAB,CMP-02,RCP-A,P114,STI,STI_Oxide,W-RUN-003799,LOT-0801,LOT-S1280,2025-08-01T07:57:13,2025-08-01T07:58:23,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.534,57.8,0.08,279,879,1081.7,800,60,70,10,over,5.1761,3.0,2.1761,42.041,29.119,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
RUN-003800,train,H-FAB,CMP-02,RCP-C,P132,M1,Cu,W-RUN-003800,LOT-0801,LOT-S1280,2025-08-01T08:09:23,2025-08-01T08:10:34,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.26,125.1,1.775,280,880,935.6,300,60,71,11,over,11.3317,12.1234,0.7917,6.987,24.693,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003801,train,H-FAB,CMP-02,RCP-B,P102,M1,Cu,W-RUN-003801,LOT-0801,LOT-S1280,2025-08-01T08:23:34,2025-08-01T08:24:52,NexPlanar-XP,Kinik-3.5,Cu-acidic,4.109,106.6,2.029,281,881,985.6,300,84,78,-6,under,8.0688,9.6987,1.6299,20.2,23.794,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003802,train,H-FAB,CMP-02,RCP-A,P104,M1,Cu,W-RUN-003802,LOT-0801,LOT-S1280,2025-08-01T08:30:52,2025-08-01T08:32:26,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.536,106.3,1.984,282,882,958.6,300,75,94,19,over,8.736,9.6987,0.9627,11.02,21.239,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|M1,v1
RUN-003803,train,H-FAB,CMP-02,RCP-C,P130,STI,STI_Oxide,W-RUN-003803,LOT-0801,LOT-S1280,2025-08-01T08:40:26,2025-08-01T08:41:40,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.344,82.1,0.274,283,883,1022.7,800,60,74,14,over,5.217,3.0,2.217,42.496,25.491,1,0,1.0588,3.367,2025-07-22T18:08:21,CMP-02|STI,v1
